geneid	fiveprime	threeprime	Class
PHYPSUEDO_000090	311	773	NA
PHYPSUEDO_000091	400	311	NA
PHYPSUEDO_000092	256	400	NA
PHYPSUEDO_000093	1339	256	NA
PHYPSUEDO_000094	1061	1339	NA
PHYPSUEDO_000095	570	1061	NA
PHYPSUEDO_000096	203	570	NA
PHYPSUEDO_000097	57	203	NA
PHYPSUEDO_000098	151	57	NA
PHYPSUEDO_000099	146	151	NA
PHYPSUEDO_000100	2181	146	NA
PHYPSUEDO_000101	2649	2181	NA
PHYPSUEDO_000102	267	2649	NA
PHYPSUEDO_000103	3245	267	NA
PHYPSUEDO_000104	2667	3245	NA
PHYPSUEDO_000105	213	2667	NA
PHYPSUEDO_000106	111	213	NA
PHYPSUEDO_000107	136	111	NA
PHYPSUEDO_000108	596	136	NA
PHYPSUEDO_000109	200	596	NA
PHYPSUEDO_000110	131	200	NA
PHYPSUEDO_000111	940	131	NA
PHYPSUEDO_000112	177	940	NA
PHYPSUEDO_000113	224	177	NA
PHYPSUEDO_000114	248	224	NA
PHYPSUEDO_000115	606	248	NA
PHYPSUEDO_000116	130	606	NA
PHYPSUEDO_000117	96	130	NA
PHYPSUEDO_000118	266	96	NA
PHYPSUEDO_000119	252	266	NA
PHYPSUEDO_000120	1502	252	NA
PHYPSUEDO_000121	610	1502	NA
PHYPSUEDO_000122	656	610	NA
PHYPSUEDO_000123	620	656	NA
PHYPSUEDO_000124	319	620	NA
PHYPSUEDO_000125	200	319	NA
PHYPSUEDO_000126	64	200	NA
PHYPSUEDO_000127	202	64	NA
PHYPSUEDO_000128	351	202	NA
PHYPSUEDO_000129	327	351	NA
PHYPSUEDO_000130	651	327	NA
PHYPSUEDO_000131	2004	651	NA
PHYPSUEDO_000132	86	2004	NA
PHYPSUEDO_000133	206	86	NA
PHYPSUEDO_000134	62	206	NA
PHYPSUEDO_000135	11413	62	NA
PHYPSUEDO_000136	3082	11413	NA
PHYPSUEDO_000137	297	3082	NA
PHYPSUEDO_000138	234	297	NA
PHYPSUEDO_000139	652	234	NA
PHYPSUEDO_000140	339	652	NA
PHYPSUEDO_000141	575	339	NA
PHYPSUEDO_000142	178	575	NA
PHYPSUEDO_000143	623	178	NA
PHYPSUEDO_000144	1214	623	NA
PHYPSUEDO_000145	552	1214	NA
PHYPSUEDO_000146	570	552	NA
PHYPSUEDO_000147	758	570	NA
PHYPSUEDO_000148	994	758	NA
PHYPSUEDO_000149	190	994	NA
PHYPSUEDO_000150	135	190	NA
PHYPSUEDO_000151	193	135	NA
PHYPSUEDO_000152	1297	193	NA
PHYPSUEDO_000153	21219	1297	NA
PHYPSUEDO_000154	239	21219	NA
PHYPSUEDO_000155	559	239	NA
PHYPSUEDO_000156	424	559	RXLR
PHYPSUEDO_000157	673	424	NA
PHYPSUEDO_000158	105	673	NA
PHYPSUEDO_000159	NA	105	NA
PHYPSUEDO_004418	242	NA	NA
PHYPSUEDO_004419	614	242	NA
PHYPSUEDO_004420	274	614	NA
PHYPSUEDO_004421	407	274	NA
PHYPSUEDO_004422	321	407	NA
PHYPSUEDO_004423	1273	321	NA
PHYPSUEDO_004424	322	1273	NA
PHYPSUEDO_004425	492	322	NA
PHYPSUEDO_004426	108	492	NA
PHYPSUEDO_004427	110	108	NA
PHYPSUEDO_004428	152	110	NA
PHYPSUEDO_004429	317	152	NA
PHYPSUEDO_004430	1149	317	NA
PHYPSUEDO_004431	282	1149	NA
PHYPSUEDO_004432	108	282	NA
PHYPSUEDO_004433	144	108	NA
PHYPSUEDO_004434	199	144	NA
PHYPSUEDO_004435	246	199	NA
PHYPSUEDO_004436	432	246	NA
PHYPSUEDO_004437	1001	432	NA
PHYPSUEDO_004438	1056	1001	NA
PHYPSUEDO_004439	112	1056	NA
PHYPSUEDO_004440	506	112	NA
PHYPSUEDO_004441	314	506	NA
PHYPSUEDO_004442	635	314	NA
PHYPSUEDO_004443	635	635	NA
PHYPSUEDO_004444	808	635	NA
PHYPSUEDO_004445	135	808	NA
PHYPSUEDO_004446	1424	135	NA
PHYPSUEDO_004447	454	1424	NA
PHYPSUEDO_004448	480	454	NA
PHYPSUEDO_004449	59	480	NA
PHYPSUEDO_004450	2319	59	NA
PHYPSUEDO_004451	805	2319	NA
PHYPSUEDO_004452	155	805	NA
PHYPSUEDO_004453	275	155	NA
PHYPSUEDO_004454	96	275	NA
PHYPSUEDO_004455	724	96	NA
PHYPSUEDO_004456	1289	724	NA
PHYPSUEDO_004457	236	1289	NA
PHYPSUEDO_004458	272	236	NA
PHYPSUEDO_004459	725	272	NA
PHYPSUEDO_004460	362	725	NA
PHYPSUEDO_004461	170	362	NA
PHYPSUEDO_004462	953	170	NA
PHYPSUEDO_004463	135	953	NA
PHYPSUEDO_004464	77	135	NA
PHYPSUEDO_004465	887	77	NA
PHYPSUEDO_004466	104	887	NA
PHYPSUEDO_004467	924	104	NA
PHYPSUEDO_004468	468	924	NA
PHYPSUEDO_004469	177	468	NA
PHYPSUEDO_004470	54	177	NA
PHYPSUEDO_004471	208	54	NA
PHYPSUEDO_004472	1105	208	NA
PHYPSUEDO_004473	134	1105	NA
PHYPSUEDO_004474	240	134	NA
PHYPSUEDO_004475	860	240	NA
PHYPSUEDO_004476	907	860	NA
PHYPSUEDO_004477	426	907	NA
PHYPSUEDO_004478	254	426	NA
PHYPSUEDO_004479	333	254	NA
PHYPSUEDO_004480	211	333	NA
PHYPSUEDO_004481	354	211	NA
PHYPSUEDO_004482	633	354	NA
PHYPSUEDO_004483	3050	633	NA
PHYPSUEDO_004484	157	3050	NA
PHYPSUEDO_004485	1596	157	NA
PHYPSUEDO_004486	277	1596	NA
PHYPSUEDO_004487	1071	277	NA
PHYPSUEDO_004488	230	1071	NA
PHYPSUEDO_004489	356	230	NA
PHYPSUEDO_004490	1665	356	NA
PHYPSUEDO_004491	164	1665	NA
PHYPSUEDO_004492	246	164	NA
PHYPSUEDO_004493	298	246	NA
PHYPSUEDO_004494	226	298	NA
PHYPSUEDO_004495	1694	226	NA
PHYPSUEDO_004496	575	1694	NA
PHYPSUEDO_004497	671	575	NA
PHYPSUEDO_004498	471	671	NA
PHYPSUEDO_004499	3455	471	NA
PHYPSUEDO_004500	4251	3455	NA
PHYPSUEDO_004501	810	4251	NA
PHYPSUEDO_004502	456	810	NA
PHYPSUEDO_004503	81	456	NA
PHYPSUEDO_004504	281	81	NA
PHYPSUEDO_004505	155	281	RXLR
PHYPSUEDO_004506	274	155	NA
PHYPSUEDO_004507	400	274	NA
PHYPSUEDO_004508	2508	400	NA
PHYPSUEDO_004509	716	2508	NA
PHYPSUEDO_004510	355	716	NA
PHYPSUEDO_004511	951	355	NA
PHYPSUEDO_004512	393	951	NA
PHYPSUEDO_004513	383	393	NA
PHYPSUEDO_004514	247	383	NA
PHYPSUEDO_004515	108	247	NA
PHYPSUEDO_004516	103	108	NA
PHYPSUEDO_004517	354	103	NA
PHYPSUEDO_004518	960	354	NA
PHYPSUEDO_004519	1228	960	NA
PHYPSUEDO_004520	116	1228	NA
PHYPSUEDO_004521	107	116	NA
PHYPSUEDO_004522	157	107	NA
PHYPSUEDO_004523	426	157	NA
PHYPSUEDO_004524	947	426	NA
PHYPSUEDO_004525	3804	947	NA
PHYPSUEDO_004526	162	3804	NA
PHYPSUEDO_004527	137	162	NA
PHYPSUEDO_004528	132	137	NA
PHYPSUEDO_004529	242	132	NA
PHYPSUEDO_004530	1067	242	NA
PHYPSUEDO_004531	14	1067	NA
PHYPSUEDO_004532	160	14	RXLR
PHYPSUEDO_004533	118	160	NA
PHYPSUEDO_004534	127	118	NA
PHYPSUEDO_004535	315	127	NA
PHYPSUEDO_004536	477	315	NA
PHYPSUEDO_004537	478	477	NA
PHYPSUEDO_004538	7605	478	NA
PHYPSUEDO_004539	826	7605	NA
PHYPSUEDO_004540	6153	826	NA
PHYPSUEDO_004541	664	6153	NA
PHYPSUEDO_004542	363	664	NA
PHYPSUEDO_004543	100	363	NA
PHYPSUEDO_004544	87	100	NA
PHYPSUEDO_004545	517	87	NA
PHYPSUEDO_004546	216	517	NA
PHYPSUEDO_004547	203	216	NA
PHYPSUEDO_004548	396	203	NA
PHYPSUEDO_004549	85	396	NA
PHYPSUEDO_004550	NA	85	NA
PHYPSUEDO_007328	156	NA	NA
PHYPSUEDO_007329	111	156	NA
PHYPSUEDO_007330	166	111	NA
PHYPSUEDO_007331	95	166	NA
PHYPSUEDO_007332	2682	95	NA
PHYPSUEDO_007333	2266	2682	NA
PHYPSUEDO_007334	461	2266	NA
PHYPSUEDO_007335	1258	461	NA
PHYPSUEDO_007336	80	1258	NA
PHYPSUEDO_007337	5091	80	NA
PHYPSUEDO_007338	501	5091	NA
PHYPSUEDO_007339	307	501	NA
PHYPSUEDO_007340	402	307	NA
PHYPSUEDO_007341	319	402	NA
PHYPSUEDO_007342	186	319	NA
PHYPSUEDO_007343	123	186	NA
PHYPSUEDO_007344	185	123	NA
PHYPSUEDO_007345	240	185	NA
PHYPSUEDO_007346	168	240	NA
PHYPSUEDO_007347	1186	168	NA
PHYPSUEDO_007348	250	1186	NA
PHYPSUEDO_007349	354	250	NA
PHYPSUEDO_007350	92	354	NA
PHYPSUEDO_007351	1267	92	NA
PHYPSUEDO_007352	717	1267	NA
PHYPSUEDO_007353	196	717	NA
PHYPSUEDO_007354	159	196	NA
PHYPSUEDO_007355	246	159	NA
PHYPSUEDO_007356	1441	246	NA
PHYPSUEDO_007357	158	1441	NA
PHYPSUEDO_007358	278	158	NA
PHYPSUEDO_007359	161	278	NA
PHYPSUEDO_007360	97	161	NA
PHYPSUEDO_007361	75	97	NA
PHYPSUEDO_007362	157	75	NA
PHYPSUEDO_007363	79	157	NA
PHYPSUEDO_007364	79	79	NA
PHYPSUEDO_007365	297	79	NA
PHYPSUEDO_007366	548	297	NA
PHYPSUEDO_007367	521	548	NA
PHYPSUEDO_007368	568	521	NA
PHYPSUEDO_007369	140	568	NA
PHYPSUEDO_007370	121	140	NA
PHYPSUEDO_007371	144	121	NA
PHYPSUEDO_007372	121	144	NA
PHYPSUEDO_007373	221	121	NA
PHYPSUEDO_007374	208	221	NA
PHYPSUEDO_007375	477	208	NA
PHYPSUEDO_007376	409	477	NA
PHYPSUEDO_007377	147	409	NA
PHYPSUEDO_007378	614	147	NA
PHYPSUEDO_007379	128	614	NA
PHYPSUEDO_007380	193	128	NA
PHYPSUEDO_007381	181	193	NA
PHYPSUEDO_007382	472	181	NA
PHYPSUEDO_007383	82	472	NA
PHYPSUEDO_007384	11901	82	NA
PHYPSUEDO_007385	340	11901	NA
PHYPSUEDO_007386	367	340	NA
PHYPSUEDO_007387	99	367	NA
PHYPSUEDO_007388	291	99	NA
PHYPSUEDO_007389	1641	291	NA
PHYPSUEDO_007390	186	1641	NA
PHYPSUEDO_007391	906	186	NA
PHYPSUEDO_007392	283	906	NA
PHYPSUEDO_007393	137	283	NA
PHYPSUEDO_007394	623	137	NA
PHYPSUEDO_007395	322	623	NA
PHYPSUEDO_007396	158	322	NA
PHYPSUEDO_007397	275	158	NA
PHYPSUEDO_007398	96	275	NA
PHYPSUEDO_007399	289	96	NA
PHYPSUEDO_007400	514	289	NA
PHYPSUEDO_007401	984	514	NA
PHYPSUEDO_007402	304	984	RXLR
PHYPSUEDO_007403	393	304	NA
PHYPSUEDO_007404	175	393	NA
PHYPSUEDO_007405	348	175	NA
PHYPSUEDO_007406	300	348	NA
PHYPSUEDO_007407	194	300	NA
PHYPSUEDO_007408	214	194	NA
PHYPSUEDO_007409	154	214	NA
PHYPSUEDO_007410	15	154	NA
PHYPSUEDO_007411	638	15	NA
PHYPSUEDO_007412	166	638	NA
PHYPSUEDO_007413	209	166	NA
PHYPSUEDO_007414	1021	209	NA
PHYPSUEDO_007415	659	1021	NA
PHYPSUEDO_007416	567	659	NA
PHYPSUEDO_007417	542	567	NA
PHYPSUEDO_007418	221	542	NA
PHYPSUEDO_007419	346	221	NA
PHYPSUEDO_007420	362	346	NA
PHYPSUEDO_007421	754	362	NA
PHYPSUEDO_007422	91	754	NA
PHYPSUEDO_007423	263	91	NA
PHYPSUEDO_007424	194	263	NA
PHYPSUEDO_007425	532	194	NA
PHYPSUEDO_007426	726	532	NA
PHYPSUEDO_007427	1524	726	NA
PHYPSUEDO_007428	150	1524	NA
PHYPSUEDO_007429	210	150	NA
PHYPSUEDO_007430	92	210	NA
PHYPSUEDO_007431	136	92	NA
PHYPSUEDO_007432	65	136	NA
PHYPSUEDO_007433	269	65	NA
PHYPSUEDO_007434	3550	269	NA
PHYPSUEDO_007435	199	3550	NA
PHYPSUEDO_007436	99	199	NA
PHYPSUEDO_007437	379	99	NA
PHYPSUEDO_007438	3104	379	NA
PHYPSUEDO_007439	367	3104	NA
PHYPSUEDO_007440	1265	367	NA
PHYPSUEDO_007441	496	1265	NA
PHYPSUEDO_007442	179	496	NA
PHYPSUEDO_007443	31	179	NA
PHYPSUEDO_007444	377	31	NA
PHYPSUEDO_007445	174	377	NA
PHYPSUEDO_007446	150	174	NA
PHYPSUEDO_007447	14	150	NA
PHYPSUEDO_007448	134	14	NA
PHYPSUEDO_007449	286	134	NA
PHYPSUEDO_007450	98	286	NA
PHYPSUEDO_007451	1167	98	NA
PHYPSUEDO_007452	67	1167	NA
PHYPSUEDO_007453	276	67	NA
PHYPSUEDO_007454	213	276	NA
PHYPSUEDO_007455	161	213	NA
PHYPSUEDO_007456	299	161	NA
PHYPSUEDO_007457	310	299	NA
PHYPSUEDO_007458	231	310	NA
PHYPSUEDO_007459	260	231	NA
PHYPSUEDO_007460	100	260	NA
PHYPSUEDO_007461	1133	100	NA
PHYPSUEDO_007462	180	1133	NA
PHYPSUEDO_007463	204	180	NA
PHYPSUEDO_007464	159	204	NA
PHYPSUEDO_007465	232	159	NA
PHYPSUEDO_007466	305	232	NA
PHYPSUEDO_007467	306	305	NA
PHYPSUEDO_007468	806	306	NA
PHYPSUEDO_007469	198	806	NA
PHYPSUEDO_007470	391	198	NA
PHYPSUEDO_007471	NA	391	NA
PHYPSUEDO_009534	305	NA	NA
PHYPSUEDO_009535	175	305	NA
PHYPSUEDO_009536	1525	175	NA
PHYPSUEDO_009537	217	1525	NA
PHYPSUEDO_009538	785	217	NA
PHYPSUEDO_009539	197	785	NA
PHYPSUEDO_009540	1091	197	NA
PHYPSUEDO_009541	253	1091	NA
PHYPSUEDO_009542	729	253	NA
PHYPSUEDO_009543	112	729	NA
PHYPSUEDO_009544	1556	112	NA
PHYPSUEDO_009545	711	1556	NA
PHYPSUEDO_009546	175	711	NA
PHYPSUEDO_009547	1384	175	NA
PHYPSUEDO_009548	201	1384	NA
PHYPSUEDO_009549	1714	201	NA
PHYPSUEDO_009550	38	1714	NA
PHYPSUEDO_009551	218	38	NA
PHYPSUEDO_009552	316	218	NA
PHYPSUEDO_009553	177	316	NA
PHYPSUEDO_009554	4532	177	NA
PHYPSUEDO_009555	319	4532	NA
PHYPSUEDO_009556	184	319	NA
PHYPSUEDO_009557	229	184	NA
PHYPSUEDO_009558	138	229	NA
PHYPSUEDO_009559	145	138	NA
PHYPSUEDO_009560	134	145	NA
PHYPSUEDO_009561	206	134	NA
PHYPSUEDO_009562	319	206	NA
PHYPSUEDO_009563	456	319	NA
PHYPSUEDO_009564	125	456	NA
PHYPSUEDO_009565	211	125	NA
PHYPSUEDO_009566	270	211	NA
PHYPSUEDO_009567	474	270	NA
PHYPSUEDO_009568	177	474	NA
PHYPSUEDO_009569	249	177	NA
PHYPSUEDO_009570	516	249	NA
PHYPSUEDO_009571	312	516	NA
PHYPSUEDO_009572	141	312	NA
PHYPSUEDO_009573	169	141	NA
PHYPSUEDO_009574	315	169	NA
PHYPSUEDO_009575	1730	315	NA
PHYPSUEDO_009576	1022	1730	NA
PHYPSUEDO_009577	31	1022	NA
PHYPSUEDO_009578	8356	31	NA
PHYPSUEDO_009579	1434	8356	NA
PHYPSUEDO_009580	351	1434	NA
PHYPSUEDO_009581	1119	351	NA
PHYPSUEDO_009582	4111	1119	NA
PHYPSUEDO_009583	164	4111	NA
PHYPSUEDO_009584	97	164	NA
PHYPSUEDO_009585	996	97	NA
PHYPSUEDO_009586	307	996	NA
PHYPSUEDO_009587	242	307	NA
PHYPSUEDO_009588	164	242	NA
PHYPSUEDO_009589	448	164	NA
PHYPSUEDO_009590	354	448	NA
PHYPSUEDO_009591	217	354	NA
PHYPSUEDO_009592	120	217	NA
PHYPSUEDO_009593	134	120	NA
PHYPSUEDO_009594	1651	134	NA
PHYPSUEDO_009595	2345	1651	NA
PHYPSUEDO_009596	405	2345	NA
PHYPSUEDO_009597	342	405	NA
PHYPSUEDO_009598	220	342	NA
PHYPSUEDO_009599	186	220	NA
PHYPSUEDO_009600	29	186	NA
PHYPSUEDO_009601	85	29	NA
PHYPSUEDO_009602	318	85	NA
PHYPSUEDO_009603	67	318	NA
PHYPSUEDO_009604	162	67	NA
PHYPSUEDO_009605	459	162	NA
PHYPSUEDO_009606	415	459	NA
PHYPSUEDO_009607	196	415	NA
PHYPSUEDO_009608	397	196	NA
PHYPSUEDO_009609	469	397	NA
PHYPSUEDO_009610	140	469	NA
PHYPSUEDO_009611	146	140	NA
PHYPSUEDO_009612	405	146	NA
PHYPSUEDO_009613	467	405	NA
PHYPSUEDO_009614	728	467	NA
PHYPSUEDO_009615	842	728	NA
PHYPSUEDO_009616	594	842	NA
PHYPSUEDO_009617	300	594	NA
PHYPSUEDO_009618	152	300	NA
PHYPSUEDO_009619	393	152	NA
PHYPSUEDO_009620	37	393	NA
PHYPSUEDO_009621	193	37	NA
PHYPSUEDO_009622	18	193	NA
PHYPSUEDO_009623	843	18	NA
PHYPSUEDO_009624	563	843	NA
PHYPSUEDO_009625	124	563	NA
PHYPSUEDO_009626	328	124	NA
PHYPSUEDO_009627	203	328	NA
PHYPSUEDO_009628	144	203	NA
PHYPSUEDO_009629	1030	144	NA
PHYPSUEDO_009630	4611	1030	NA
PHYPSUEDO_009631	8365	4611	NA
PHYPSUEDO_009632	1282	8365	NA
PHYPSUEDO_009633	3054	1282	NA
PHYPSUEDO_009634	88	3054	NA
PHYPSUEDO_009635	3374	88	NA
PHYPSUEDO_009636	16905	3374	NA
PHYPSUEDO_009637	94	16905	NA
PHYPSUEDO_009638	1539	94	NA
PHYPSUEDO_009639	120	1539	NA
PHYPSUEDO_009640	10827	120	NA
PHYPSUEDO_009641	412	10827	NA
PHYPSUEDO_009642	1082	412	NA
PHYPSUEDO_009643	491	1082	NA
PHYPSUEDO_009644	228	491	NA
PHYPSUEDO_009645	2416	228	NA
PHYPSUEDO_009646	607	2416	NA
PHYPSUEDO_009647	160	607	NA
PHYPSUEDO_009648	247	160	NA
PHYPSUEDO_009649	315	247	NA
PHYPSUEDO_009650	216	315	NA
PHYPSUEDO_009651	297	216	NA
PHYPSUEDO_009652	NA	297	NA
PHYPSUEDO_011192	695	NA	NA
PHYPSUEDO_011193	353	695	NA
PHYPSUEDO_011194	484	353	NA
PHYPSUEDO_011195	561	484	NA
PHYPSUEDO_011196	302	561	NA
PHYPSUEDO_011197	423	302	NA
PHYPSUEDO_011198	247	423	NA
PHYPSUEDO_011199	195	247	NA
PHYPSUEDO_011200	560	195	NA
PHYPSUEDO_011201	898	560	NA
PHYPSUEDO_011202	64	898	NA
PHYPSUEDO_011203	183	64	NA
PHYPSUEDO_011204	491	183	NA
PHYPSUEDO_011205	108	491	NA
PHYPSUEDO_011206	587	108	NA
PHYPSUEDO_011207	5323	587	NA
PHYPSUEDO_011208	51	5323	NA
PHYPSUEDO_011209	148	51	NA
PHYPSUEDO_011210	117	148	NA
PHYPSUEDO_011211	168	117	NA
PHYPSUEDO_011212	205	168	NA
PHYPSUEDO_011213	59	205	NA
PHYPSUEDO_011214	94	59	NA
PHYPSUEDO_011215	112	94	NA
PHYPSUEDO_011216	137	112	RXLR
PHYPSUEDO_011217	147	137	NA
PHYPSUEDO_011218	109	147	NA
PHYPSUEDO_011219	648	109	NA
PHYPSUEDO_011220	199	648	NA
PHYPSUEDO_011221	193	199	NA
PHYPSUEDO_011222	241	193	NA
PHYPSUEDO_011223	221	241	NA
PHYPSUEDO_011224	732	221	NA
PHYPSUEDO_011225	525	732	NA
PHYPSUEDO_011226	316	525	NA
PHYPSUEDO_011227	319	316	NA
PHYPSUEDO_011228	749	319	NA
PHYPSUEDO_011229	149	749	NA
PHYPSUEDO_011230	170	149	NA
PHYPSUEDO_011231	587	170	NA
PHYPSUEDO_011232	253	587	NA
PHYPSUEDO_011233	122	253	NA
PHYPSUEDO_011234	23946	122	NA
PHYPSUEDO_011235	9249	23946	NA
PHYPSUEDO_011236	379	9249	NA
PHYPSUEDO_011237	176	379	NA
PHYPSUEDO_011238	142	176	NA
PHYPSUEDO_011239	269	142	NA
PHYPSUEDO_011240	1462	269	NA
PHYPSUEDO_011241	691	1462	NA
PHYPSUEDO_011242	215	691	NA
PHYPSUEDO_011243	145	215	NA
PHYPSUEDO_011244	1362	145	NA
PHYPSUEDO_011245	977	1362	NA
PHYPSUEDO_011246	135	977	NA
PHYPSUEDO_011247	176	135	NA
PHYPSUEDO_011248	389	176	NA
PHYPSUEDO_011249	279	389	NA
PHYPSUEDO_011250	91	279	NA
PHYPSUEDO_011251	293	91	NA
PHYPSUEDO_011252	160	293	NA
PHYPSUEDO_011253	142	160	NA
PHYPSUEDO_011254	673	142	NA
PHYPSUEDO_011255	2211	673	NA
PHYPSUEDO_011256	92	2211	NA
PHYPSUEDO_011257	4515	92	NA
PHYPSUEDO_011258	111	4515	NA
PHYPSUEDO_011259	197	111	NA
PHYPSUEDO_011260	756	197	NA
PHYPSUEDO_011261	377	756	NA
PHYPSUEDO_011262	242	377	NA
PHYPSUEDO_011263	528	242	NA
PHYPSUEDO_011264	502	528	NA
PHYPSUEDO_011265	154	502	NA
PHYPSUEDO_011266	267	154	NA
PHYPSUEDO_011267	118	267	NA
PHYPSUEDO_011268	167	118	NA
PHYPSUEDO_011269	398	167	NA
PHYPSUEDO_011270	209	398	NA
PHYPSUEDO_011271	204	209	NA
PHYPSUEDO_011272	291	204	RXLR
PHYPSUEDO_011273	267	291	NA
PHYPSUEDO_011274	102	267	NA
PHYPSUEDO_011275	890	102	NA
PHYPSUEDO_011276	130	890	NA
PHYPSUEDO_011277	1254	130	NA
PHYPSUEDO_011278	167	1254	NA
PHYPSUEDO_011279	374	167	NA
PHYPSUEDO_011280	1024	374	NA
PHYPSUEDO_011281	342	1024	NA
PHYPSUEDO_011282	65	342	NA
PHYPSUEDO_011283	477	65	NA
PHYPSUEDO_011284	193	477	NA
PHYPSUEDO_011285	147	193	NA
PHYPSUEDO_011286	209	147	NA
PHYPSUEDO_011287	2496	209	NA
PHYPSUEDO_011288	814	2496	RXLR
PHYPSUEDO_011289	269	814	NA
PHYPSUEDO_011290	8798	269	NA
PHYPSUEDO_011291	218	8798	NA
PHYPSUEDO_011292	351	218	NA
PHYPSUEDO_011293	211	351	NA
PHYPSUEDO_011294	1018	211	NA
PHYPSUEDO_011295	125	1018	NA
PHYPSUEDO_011296	500	125	NA
PHYPSUEDO_011297	4048	500	NA
PHYPSUEDO_011298	595	4048	NA
PHYPSUEDO_011299	77	595	NA
PHYPSUEDO_011300	856	77	NA
PHYPSUEDO_011301	NA	856	NA
PHYPSUEDO_012403	100	NA	NA
PHYPSUEDO_012404	185	100	NA
PHYPSUEDO_012405	1002	185	NA
PHYPSUEDO_012406	177	1002	RXLR
PHYPSUEDO_012407	245	177	NA
PHYPSUEDO_012408	136	245	NA
PHYPSUEDO_012409	739	136	NA
PHYPSUEDO_012410	253	739	NA
PHYPSUEDO_012411	438	253	NA
PHYPSUEDO_012412	52	438	NA
PHYPSUEDO_012413	1623	52	NA
PHYPSUEDO_012414	156	1623	NA
PHYPSUEDO_012415	637	156	NA
PHYPSUEDO_012416	35	637	NA
PHYPSUEDO_012417	109	35	NA
PHYPSUEDO_012418	561	109	NA
PHYPSUEDO_012419	1711	561	NA
PHYPSUEDO_012420	237	1711	NA
PHYPSUEDO_012421	179	237	NA
PHYPSUEDO_012422	156	179	NA
PHYPSUEDO_012423	98	156	NA
