# BUSCO version is: 2.0 
# The lineage dataset is: alveolata_stramenophiles_ensembl (Creation date: 2016-11-15, number of species: 24, number of BUSCOs: 234)
# To reproduce this run: python /home/linuxbrew/funannotate/util/funannotate-BUSCO2.py -i /home/linuxbrew/data/palni/Phyalni/annotate_misc/genome.proteins.fasta -o busco -l /home/linuxbrew/data/databases/alveolata_stramenophiles/ -m proteins -c 4 -sp toxoplasma
#
# Busco id	Status	Sequence	Score	Length
EPrGT00050000002389	Complete	PHYBOEH_003103-T1	216.6	186
EPrGT00050000002467	Complete	PHYBOEH_007278-T1	681.8	652
EPrGT00050000002494	Complete	PHYBOEH_004029-T1	901.2	679
EPrGT00050000002505	Complete	PHYBOEH_011970-T1	493.4	270
EPrGT00050000002533	Complete	PHYBOEH_011674-T1	798.7	720
EPrGT00050000002690	Complete	PHYBOEH_009050-T1	288.8	313
EPrGT00050000002854	Complete	PHYBOEH_001338-T1	609.9	388
EPrGT00050000002860	Complete	PHYBOEH_008668-T1	471.7	355
EPrGT00050000002879	Complete	PHYBOEH_003772-T1	168.5	158
EPrGT00050000002887	Complete	PHYBOEH_011194-T1	389.4	265
EPrGT00050000002919	Complete	PHYBOEH_001035-T1	705.2	701
EPrGT00050000003007	Complete	PHYBOEH_011184-T1	290.2	197
EPrGT00050000003076	Complete	PHYBOEH_010509-T1	416.0	339
EPrGT00050000003113	Complete	PHYBOEH_002031-T1	544.6	382
EPrGT00050000003116	Complete	PHYBOEH_009776-T1	203.1	148
EPrGT00050000003119	Missing
EPrGT00050000003122	Complete	PHYBOEH_009330-T1	194.6	130
EPrGT00050000003160	Missing
EPrGT00050000003199	Complete	PHYBOEH_004300-T1	238.0	149
EPrGT00050000003237	Complete	PHYBOEH_007627-T1	159.2	87
EPrGT00050000003239	Complete	PHYBOEH_008454-T1	760.6	580
EPrGT00050000003303	Complete	PHYBOEH_010346-T1	308.5	240
EPrGT00050000003367	Complete	PHYBOEH_006897-T1	140.5	102
EPrGT00050000003390	Complete	PHYBOEH_004574-T1	495.3	399
EPrGT00050000003415	Complete	PHYBOEH_002092-T1	304.0	305
EPrGT00050000003569	Complete	PHYBOEH_001784-T1	604.8	469
EPrGT00050000003588	Complete	PHYBOEH_004090-T1	251.0	208
EPrGT00050000003615	Complete	PHYBOEH_004142-T1	1206.4	869
EPrGT00050000003620	Missing
EPrGT00050000003868	Complete	PHYBOEH_004226-T1	310.8	172
EPrGT00050000003931	Complete	PHYBOEH_004043-T1	243.8	191
EPrGT00050000003964	Complete	PHYBOEH_007471-T1	1021.5	549
EPrGT00050000004000	Complete	PHYBOEH_003085-T1	179.5	131
EPrGT00050000004027	Complete	PHYBOEH_007303-T1	217.5	185
EPrGT00050000004090	Complete	PHYBOEH_001990-T1	959.6	701
EPrGT00050000004139	Complete	PHYBOEH_011546-T1	601.5	377
EPrGT00050000004141	Missing
EPrGT00050000004155	Complete	PHYBOEH_000863-T1	406.6	391
EPrGT00050000004169	Complete	PHYBOEH_011515-T1	285.9	194
EPrGT00050000004171	Missing
EPrGT00050000004283	Complete	PHYBOEH_006049-T1	757.6	544
EPrGT00050000004299	Complete	PHYBOEH_008955-T1	340.1	288
EPrGT00050000004324	Complete	PHYBOEH_011280-T1	164.3	96
EPrGT00050000004348	Complete	PHYBOEH_008727-T1	238.4	154
EPrGT00050000004425	Complete	PHYBOEH_002410-T1	666.3	445
EPrGT00050000004725	Complete	PHYBOEH_001011-T1	359.4	294
EPrGT00050000004757	Missing
EPrGT00050000004774	Complete	PHYBOEH_002386-T1	396.5	345
EPrGT00050000004785	Missing
EPrGT00050000004860	Complete	PHYBOEH_003571-T1	538.2	411
EPrGT00050000004932	Missing
EPrGT00050000005003	Complete	PHYBOEH_004522-T1	314.5	202
EPrGT00050000005020	Complete	PHYBOEH_009796-T1	517.2	425
EPrGT00050000005029	Complete	PHYBOEH_009406-T1	349.8	260
EPrGT00050000005111	Complete	PHYBOEH_007062-T1	213.3	116
EPrGT00050000005128	Complete	PHYBOEH_005038-T1	239.7	157
EPrGT00050000005144	Missing
EPrGT00050000005163	Complete	PHYBOEH_009103-T1	153.4	109
EPrGT00050000005176	Complete	PHYBOEH_004005-T1	312.4	225
EPrGT00050000005182	Missing
EPrGT00050000005194	Complete	PHYBOEH_005297-T1	280.6	197
EPrGT00050000005202	Complete	PHYBOEH_011204-T1	120.7	97
EPrGT00050000005212	Complete	PHYBOEH_006677-T1	198.0	138
EPrGT00050000005290	Complete	PHYBOEH_009136-T1	384.6	253
EPrGT00050000005304	Complete	PHYBOEH_008833-T1	334.8	282
EPrGT00050000005330	Complete	PHYBOEH_007628-T1	246.9	201
EPrGT00050000005332	Complete	PHYBOEH_009023-T1	355.1	204
EPrGT00050000005339	Complete	PHYBOEH_002162-T1	227.4	148
EPrGT00050000005359	Missing
EPrGT00050000005370	Complete	PHYBOEH_002282-T1	508.0	396
EPrGT00050000005384	Complete	PHYBOEH_010062-T1	138.8	75
EPrGT00050000005385	Complete	PHYBOEH_005395-T1	406.6	302
EPrGT00050000005427	Complete	PHYBOEH_003986-T1	284.2	167
EPrGT00050000005439	Complete	PHYBOEH_000182-T1	281.0	195
EPrGT00050000005459	Complete	PHYBOEH_011557-T1	165.1	92
EPrGT00050000005482	Complete	PHYBOEH_011519-T1	289.4	184
EPrGT00050000005485	Complete	PHYBOEH_009409-T1	393.8	218
EPrGT00050000005498	Complete	PHYBOEH_007472-T1	219.8	119
EPrGT00050000005502	Complete	PHYBOEH_000009-T1	453.2	344
EPrGT00050000005514	Complete	PHYBOEH_002933-T1	416.7	275
EPrGT00050000005516	Complete	PHYBOEH_001952-T1	230.2	182
EPrGT00050000005533	Complete	PHYBOEH_010945-T1	362.2	226
EPrGT00050000005557	Missing
EPrGT00050000005562	Complete	PHYBOEH_010358-T1	192.5	115
EPrGT00050000005579	Complete	PHYBOEH_009922-T1	405.1	205
EPrGT00050000005612	Missing
EPrGT00050000005623	Complete	PHYBOEH_010108-T1	223.0	139
EPrGT00050000005628	Missing
EPrGT00050000005659	Complete	PHYBOEH_005451-T1	238.8	175
EPrGT00050000005670	Missing
EPrGT00050000005683	Complete	PHYBOEH_007314-T1	136.1	77
EPrGT00050000005687	Complete	PHYBOEH_004453-T1	198.3	111
EPrGT00050000005712	Complete	PHYBOEH_001606-T1	483.6	285
EPrGT00050000005714	Complete	PHYBOEH_004317-T1	194.7	169
EPrGT00050000005721	Complete	PHYBOEH_009904-T1	392.1	265
EPrGT00050000005732	Complete	PHYBOEH_007968-T1	440.2	236
EPrGT00050000005743	Missing
EPrGT00050000005755	Complete	PHYBOEH_001882-T1	146.3	66
EPrGT00050000005769	Complete	PHYBOEH_009204-T1	227.0	147
EPrGT00050000005783	Complete	PHYBOEH_005358-T1	179.0	172
EPrGT00050000005798	Complete	PHYBOEH_006767-T1	282.9	230
EPrGT00050000005800	Missing
EPrGT00050000005808	Complete	PHYBOEH_004327-T1	224.5	128
EPrGT00050000005815	Complete	PHYBOEH_005284-T1	621.7	472
EPrGT00050000005840	Complete	PHYBOEH_009941-T1	220.6	153
EPrGT00050000005847	Complete	PHYBOEH_011904-T1	174.8	141
EPrGT00050000005852	Complete	PHYBOEH_010255-T1	151.4	98
EPrGT00050000005857	Complete	PHYBOEH_011684-T1	187.8	144
EPrGT00050000005858	Complete	PHYBOEH_006680-T1	284.5	164
EPrGT00050000005863	Complete	PHYBOEH_000663-T1	113.1	64
EPrGT00050000005867	Complete	PHYBOEH_004387-T1	221.6	154
EPrGT00050000005885	Complete	PHYBOEH_006964-T1	166.0	94
EPrGT00050000005887	Missing
EPrGT00050000005907	Complete	PHYBOEH_000349-T1	355.4	263
EPrGT00050000005914	Complete	PHYBOEH_011949-T1	217.9	154
EPrGT00050000005940	Complete	PHYBOEH_009376-T1	334.1	174
EPrGT00050000005944	Complete	PHYBOEH_003016-T1	236.8	151
EPrGT00050000005954	Complete	PHYBOEH_005022-T1	372.5	313
EPrGT00050000005957	Complete	PHYBOEH_008541-T1	396.4	300
EPrGT00050000005966	Complete	PHYBOEH_009032-T1	528.6	371
EPrGT00050000005974	Complete	PHYBOEH_005156-T1	236.8	171
EPrGT00050000005979	Complete	PHYBOEH_000664-T1	92.4	69
EPrGT00050000005985	Complete	PHYBOEH_004969-T1	223.6	127
EPrGT00050000005991	Missing
EPrGT00050000005993	Complete	PHYBOEH_002676-T1	116.2	104
EPrGT00050000005995	Complete	PHYBOEH_008886-T1	195.4	135
EPrGT00050000006007	Complete	PHYBOEH_007449-T1	482.1	329
EPrGT00050000006015	Complete	PHYBOEH_005039-T1	271.2	137
EPrGT00050000006026	Complete	PHYBOEH_009421-T1	353.3	287
EPrGT00050000006045	Complete	PHYBOEH_009057-T1	556.1	357
EPrGT00050000006077	Missing
EPrGT00050000006079	Missing
EPrGT00050000006089	Complete	PHYBOEH_005734-T1	435.6	221
EPrGT00050000006094	Complete	PHYBOEH_010247-T1	202.5	105
EPrGT00050000006107	Complete	PHYBOEH_006347-T1	203.2	145
EPrGT00050000006117	Complete	PHYBOEH_005971-T1	173.2	110
EPrGT00050000006133	Complete	PHYBOEH_000790-T1	423.3	356
EPrGT00050000006911	Duplicated	PHYBOEH_005568-T1	562.2	392
EPrGT00050000006911	Duplicated	PHYBOEH_005953-T1	611.8	391
EPrGT00050000007812	Complete	PHYBOEH_005881-T1	400.7	296
EPrGT00080000010433	Complete	PHYBOEH_002501-T1	369.0	230
EPrGT00080000010443	Complete	PHYBOEH_006027-T1	567.6	668
EPrGT00080000010466	Complete	PHYBOEH_011618-T1	171.6	173
EPrGT00080000010490	Complete	PHYBOEH_006988-T1	296.1	203
EPrGT00080000010691	Complete	PHYBOEH_007866-T1	283.1	272
EPrGT00100000018366	Complete	PHYBOEH_010918-T1	560.6	361
EPrGT00100000018398	Complete	PHYBOEH_009168-T1	451.8	312
EPrGT00100000018425	Complete	PHYBOEH_003961-T1	772.0	715
EPrGT00100000018436	Complete	PHYBOEH_007554-T1	858.5	705
EPrGT00130000022637	Complete	PHYBOEH_010004-T1	129.2	78
EPrGT00130000022638	Complete	PHYBOEH_005460-T1	134.9	88
EPrGT00130000022654	Complete	PHYBOEH_005889-T1	811.7	574
EPrGT00130000022657	Complete	PHYBOEH_007236-T1	558.5	574
EPrGT00130000022658	Complete	PHYBOEH_005143-T1	326.7	259
EPrGT00180000031562	Complete	PHYBOEH_010787-T1	772.8	745
EPrGT00180000031570	Complete	PHYBOEH_001180-T1	434.6	411
EPrGT00180000031577	Complete	PHYBOEH_003378-T1	328.8	236
EPrGT00190000034834	Missing
EPrGT00300000062272	Complete	PHYBOEH_011695-T1	525.8	407
EPrGT00300000062282	Complete	PHYBOEH_007442-T1	455.8	273
EPrGT00300000062292	Complete	PHYBOEH_010317-T1	427.9	296
EPrGT00300000062294	Complete	PHYBOEH_003067-T1	289.0	240
EPrGT00300000062297	Complete	PHYBOEH_001908-T1	749.8	374
EPrGT00300000062306	Complete	PHYBOEH_011616-T1	856.9	701
EPrGT00300000062307	Complete	PHYBOEH_003985-T1	726.0	358
EPrGT00300000062311	Complete	PHYBOEH_009149-T1	356.3	290
EPrGT00300000062313	Complete	PHYBOEH_003703-T1	401.0	280
EPrGT00300000062326	Complete	PHYBOEH_000273-T1	383.2	273
EPrGT00300000062330	Complete	PHYBOEH_001671-T1	196.5	153
EPrGT00300000062331	Complete	PHYBOEH_008715-T1	751.1	455
EPrGT00300000062349	Complete	PHYBOEH_009098-T1	337.3	262
EPrGT00300000062353	Complete	PHYBOEH_007867-T1	137.3	68
EPrGT00310000126007	Complete	PHYBOEH_004323-T1	1221.9	878
EPrGT00310000126008	Complete	PHYBOEH_010352-T1	358.0	198
EPrGT00310000126010	Complete	PHYBOEH_005368-T1	1119.4	1079
EPrGT00310000126014	Complete	PHYBOEH_005937-T1	469.1	407
EPrGT00310000126021	Complete	PHYBOEH_004766-T1	502.2	372
EPrGT00740000041354	Complete	PHYBOEH_004723-T1	721.2	1509
EPrGT00740000041381	Complete	PHYBOEH_005214-T1	255.0	206
