# BUSCO version is: 2.0 
# The lineage dataset is: alveolata_stramenophiles_ensembl (Creation date: 2016-11-15, number of species: 24, number of BUSCOs: 234)
# To reproduce this run: python /home/linuxbrew/funannotate/util/funannotate-BUSCO2.py -i /home/linuxbrew/data/pgona/Phygonap/annotate_misc/genome.proteins.fasta -o busco -l /home/linuxbrew/data/databases/alveolata_stramenophiles/ -m proteins -c 16 -sp toxoplasma
#
# Busco id	Status	Sequence	Score	Length
EPrGT00050000000021	Missing
EPrGT00050000005857	Complete	PHYGONAP_008965-T1	187.8	150
EPrGT00050000005858	Fragmented	PHYGONAP_015170-T1	274.2	158
EPrGT00050000005863	Complete	PHYGONAP_015362-T1	109.7	64
EPrGT00050000005867	Missing
EPrGT00050000005885	Complete	PHYGONAP_018944-T1	161.6	94
EPrGT00050000005887	Complete	PHYGONAP_016573-T1	367.5	231
EPrGT00050000005907	Complete	PHYGONAP_000284-T1	356.5	263
EPrGT00050000005914	Complete	PHYGONAP_012211-T1	217.2	154
EPrGT00050000005940	Duplicated	PHYGONAP_000195-T1	335.1	174
EPrGT00050000005940	Duplicated	PHYGONAP_016272-T1	335.1	174
EPrGT00050000005944	Complete	PHYGONAP_005950-T1	240.1	151
EPrGT00050000005954	Complete	PHYGONAP_010255-T1	375.1	317
EPrGT00050000005957	Complete	PHYGONAP_001856-T1	397.5	300
EPrGT00050000005966	Complete	PHYGONAP_010278-T1	524.4	385
EPrGT00050000005974	Complete	PHYGONAP_023748-T1	228.9	171
EPrGT00050000005979	Complete	PHYGONAP_015361-T1	94.7	69
EPrGT00050000005985	Missing
EPrGT00050000005991	Complete	PHYGONAP_004075-T1	191.0	111
EPrGT00050000005993	Complete	PHYGONAP_000933-T1	115.2	120
EPrGT00050000005995	Complete	PHYGONAP_020413-T1	193.0	135
EPrGT00050000006007	Complete	PHYGONAP_021795-T1	483.5	300
EPrGT00050000006015	Complete	PHYGONAP_005551-T1	270.9	137
EPrGT00050000006026	Complete	PHYGONAP_013558-T1	359.4	291
EPrGT00050000006045	Complete	PHYGONAP_014459-T1	554.5	357
EPrGT00050000006077	Complete	PHYGONAP_007003-T1	175.9	122
EPrGT00050000006079	Complete	PHYGONAP_009269-T1	117.2	68
EPrGT00050000006089	Complete	PHYGONAP_010401-T1	433.0	221
EPrGT00050000006094	Missing
EPrGT00050000006107	Complete	PHYGONAP_010761-T1	205.5	145
EPrGT00050000006117	Complete	PHYGONAP_013075-T1	171.6	110
EPrGT00050000006133	Complete	PHYGONAP_017851-T1	428.0	359
EPrGT00050000006911	Duplicated	PHYGONAP_010005-T1	612.0	390
EPrGT00050000006911	Duplicated	PHYGONAP_017479-T1	545.9	350
EPrGT00050000007812	Complete	PHYGONAP_006716-T1	401.4	302
EPrGT00080000010433	Complete	PHYGONAP_023250-T1	373.4	230
EPrGT00080000010443	Complete	PHYGONAP_019275-T1	566.0	668
EPrGT00080000010466	Complete	PHYGONAP_009471-T1	163.6	153
EPrGT00080000010490	Complete	PHYGONAP_009493-T1	293.7	204
EPrGT00080000010691	Complete	PHYGONAP_012538-T1	277.4	272
EPrGT00100000018366	Missing
EPrGT00100000018398	Complete	PHYGONAP_007736-T1	450.2	312
EPrGT00100000018425	Complete	PHYGONAP_018737-T1	767.0	696
EPrGT00100000018436	Complete	PHYGONAP_017330-T1	855.4	705
EPrGT00130000022637	Complete	PHYGONAP_013800-T1	129.7	78
EPrGT00130000022638	Complete	PHYGONAP_003936-T1	133.3	88
EPrGT00130000022654	Complete	PHYGONAP_010674-T1	805.3	562
EPrGT00130000022657	Complete	PHYGONAP_018120-T1	560.5	575
EPrGT00130000022658	Complete	PHYGONAP_021917-T1	331.2	282
EPrGT00180000031562	Fragmented	PHYGONAP_005506-T1	573.1	537
EPrGT00180000031570	Missing
EPrGT00180000031577	Duplicated	PHYGONAP_012327-T1	338.4	236
EPrGT00180000031577	Duplicated	PHYGONAP_019944-T1	336.5	220
EPrGT00190000034834	Missing
EPrGT00300000062272	Complete	PHYGONAP_016383-T1	519.2	405
EPrGT00300000062282	Complete	PHYGONAP_013653-T1	452.6	273
EPrGT00300000062292	Complete	PHYGONAP_015005-T1	424.5	296
EPrGT00300000062294	Complete	PHYGONAP_006849-T1	261.7	218
EPrGT00300000062297	Missing
EPrGT00300000062306	Complete	PHYGONAP_014764-T1	918.8	729
EPrGT00300000062307	Complete	PHYGONAP_014041-T1	725.8	358
EPrGT00300000062311	Complete	PHYGONAP_008569-T1	354.4	291
EPrGT00300000062313	Complete	PHYGONAP_011211-T1	408.2	280
EPrGT00300000062326	Missing
EPrGT00300000062330	Complete	PHYGONAP_016996-T1	190.7	153
EPrGT00300000062331	Complete	PHYGONAP_011005-T1	743.0	459
EPrGT00300000062349	Complete	PHYGONAP_023695-T1	356.7	343
EPrGT00300000062353	Duplicated	PHYGONAP_001549-T1	137.3	68
EPrGT00300000062353	Duplicated	PHYGONAP_012537-T1	137.3	68
EPrGT00310000126007	Missing
EPrGT00310000126008	Complete	PHYGONAP_023936-T1	359.7	198
EPrGT00310000126010	Complete	PHYGONAP_017358-T1	1135.3	1121
EPrGT00310000126014	Complete	PHYGONAP_006544-T1	465.7	404
EPrGT00310000126021	Complete	PHYGONAP_001306-T1	497.3	369
EPrGT00740000041354	Complete	PHYGONAP_019631-T1	731.0	1098
EPrGT00740000041381	Complete	PHYGONAP_017220-T1	257.6	194
