# BUSCO version is: 2.0 
# The lineage dataset is: alveolata_stramenophiles_ensembl (Creation date: 2016-11-15, number of species: 24, number of BUSCOs: 234)
# To reproduce this run: python /home/linuxbrew/funannotate/util/funannotate-BUSCO2.py -i /home/linuxbrew/data/ppsue/ppsue/annotate_misc/genome.proteins.fasta -o busco -l /home/linuxbrew/data/databases/alveolata_stramenophiles/ -m proteins -c 4 -sp toxoplasma
#
# Busco id	Status	Sequence	Score	Length
EPrGT00050000000821	Complete	PHYSUEDO_002380-T1	401.7	385
EPrGT00050000000845	Complete	PHYSUEDO_011553-T1	230.1	158
EPrGT00050000000974	Complete	PHYSUEDO_006562-T1	481.6	446
EPrGT00050000000978	Missing
EPrGT00050000001072	Complete	PHYSUEDO_012523-T1	1109.4	786
EPrGT00050000001214	Complete	PHYSUEDO_014404-T1	379.8	394
EPrGT00050000001261	Complete	PHYSUEDO_013899-T1	609.0	459
EPrGT00050000001319	Complete	PHYSUEDO_012901-T1	501.1	261
EPrGT00050000001321	Complete	PHYSUEDO_007350-T1	635.5	584
EPrGT00050000001331	Complete	PHYSUEDO_007522-T1	438.3	344
EPrGT00050000001368	Complete	PHYSUEDO_000061-T1	663.6	614
EPrGT00050000001398	Complete	PHYSUEDO_009981-T1	342.6	325
EPrGT00050000001406	Complete	PHYSUEDO_006125-T1	430.5	405
EPrGT00050000001412	Missing
EPrGT00050000001435	Complete	PHYSUEDO_009875-T1	1019.6	795
EPrGT00050000001604	Complete	PHYSUEDO_006463-T1	187.4	144
EPrGT00050000001796	Complete	PHYSUEDO_014186-T1	276.7	260
EPrGT00050000001854	Complete	PHYSUEDO_002360-T1	190.5	132
EPrGT00050000001855	Complete	PHYSUEDO_010022-T1	458.7	367
EPrGT00050000001885	Complete	PHYSUEDO_000135-T1	342.6	248
EPrGT00050000001927	Complete	PHYSUEDO_012382-T1	284.1	223
EPrGT00050000001937	Complete	PHYSUEDO_014572-T1	980.6	1067
EPrGT00050000001969	Missing
EPrGT00050000002100	Complete	PHYSUEDO_010367-T1	123.4	100
EPrGT00050000002128	Complete	PHYSUEDO_006448-T1	1855.5	1430
EPrGT00050000002142	Complete	PHYSUEDO_015384-T1	280.1	199
EPrGT00050000002199	Complete	PHYSUEDO_014837-T1	653.2	595
EPrGT00050000002214	Complete	PHYSUEDO_010072-T1	1211.1	889
EPrGT00050000002291	Complete	PHYSUEDO_009689-T1	275.8	271
EPrGT00050000002346	Complete	PHYSUEDO_003632-T1	300.1	253
EPrGT00050000002389	Complete	PHYSUEDO_010337-T1	214.5	225
EPrGT00050000002467	Complete	PHYSUEDO_005826-T1	682.6	625
EPrGT00050000002494	Complete	PHYSUEDO_002890-T1	894.5	676
EPrGT00050000002505	Complete	PHYSUEDO_004547-T1	492.3	270
EPrGT00050000002533	Complete	PHYSUEDO_009665-T1	814.4	723
EPrGT00050000002690	Complete	PHYSUEDO_006193-T1	305.9	317
EPrGT00050000002854	Complete	PHYSUEDO_006097-T1	586.3	390
EPrGT00050000002860	Complete	PHYSUEDO_002320-T1	469.6	356
EPrGT00050000002879	Complete	PHYSUEDO_004651-T1	168.1	158
EPrGT00050000002887	Complete	PHYSUEDO_014293-T1	382.0	264
EPrGT00050000002919	Complete	PHYSUEDO_012741-T1	704.0	700
EPrGT00050000003007	Complete	PHYSUEDO_014304-T1	279.6	197
EPrGT00050000003076	Complete	PHYSUEDO_010644-T1	417.2	339
EPrGT00050000003113	Complete	PHYSUEDO_012480-T1	315.4	303
EPrGT00050000003116	Complete	PHYSUEDO_004847-T1	193.8	121
EPrGT00050000003119	Missing
EPrGT00050000003122	Complete	PHYSUEDO_010445-T1	198.4	130
EPrGT00050000003160	Complete	PHYSUEDO_000567-T1	785.2	728
EPrGT00050000003199	Complete	PHYSUEDO_011197-T1	236.0	149
EPrGT00050000003237	Missing
EPrGT00050000003239	Complete	PHYSUEDO_012045-T1	756.3	595
EPrGT00050000003303	Complete	PHYSUEDO_003086-T1	302.2	240
EPrGT00050000003367	Complete	PHYSUEDO_011140-T1	142.2	102
EPrGT00050000003390	Complete	PHYSUEDO_003013-T1	502.7	399
EPrGT00050000003415	Complete	PHYSUEDO_004875-T1	302.1	303
EPrGT00050000003569	Complete	PHYSUEDO_012036-T1	609.4	508
EPrGT00050000003588	Complete	PHYSUEDO_005306-T1	243.8	205
EPrGT00050000003615	Complete	PHYSUEDO_006532-T1	1207.4	862
EPrGT00050000003620	Complete	PHYSUEDO_013358-T1	300.5	270
EPrGT00050000003868	Complete	PHYSUEDO_009462-T1	312.7	173
EPrGT00050000003931	Complete	PHYSUEDO_014705-T1	233.2	184
EPrGT00050000003964	Complete	PHYSUEDO_009108-T1	1023.1	549
EPrGT00050000004000	Complete	PHYSUEDO_013816-T1	180.0	131
EPrGT00050000004027	Complete	PHYSUEDO_006307-T1	214.1	175
EPrGT00050000004090	Complete	PHYSUEDO_005575-T1	956.6	701
EPrGT00050000004139	Complete	PHYSUEDO_008269-T1	602.1	374
EPrGT00050000004141	Complete	PHYSUEDO_007317-T1	1675.9	900
EPrGT00050000004155	Complete	PHYSUEDO_001159-T1	403.0	387
EPrGT00050000004169	Complete	PHYSUEDO_004341-T1	292.1	194
EPrGT00050000004171	Missing
EPrGT00050000004283	Complete	PHYSUEDO_008804-T1	763.8	551
EPrGT00050000004299	Complete	PHYSUEDO_003923-T1	358.9	351
EPrGT00050000004324	Missing
EPrGT00050000004348	Complete	PHYSUEDO_004120-T1	234.1	154
EPrGT00050000004425	Complete	PHYSUEDO_007359-T1	659.8	445
EPrGT00050000004725	Complete	PHYSUEDO_001227-T1	356.0	292
EPrGT00050000004757	Complete	PHYSUEDO_002547-T1	518.6	408
EPrGT00050000004774	Complete	PHYSUEDO_007332-T1	402.1	345
EPrGT00050000004785	Complete	PHYSUEDO_009749-T1	736.2	483
EPrGT00050000004860	Complete	PHYSUEDO_009180-T1	546.1	421
EPrGT00050000004932	Fragmented	PHYSUEDO_014336-T1	259.2	148
EPrGT00050000005003	Complete	PHYSUEDO_007657-T1	343.8	202
EPrGT00050000005020	Complete	PHYSUEDO_003246-T1	510.8	392
EPrGT00050000005029	Complete	PHYSUEDO_002518-T1	341.5	259
EPrGT00050000005111	Complete	PHYSUEDO_008868-T1	216.6	116
EPrGT00050000005128	Complete	PHYSUEDO_006787-T1	238.8	157
EPrGT00050000005144	Complete	PHYSUEDO_002550-T1	642.3	368
EPrGT00050000005163	Complete	PHYSUEDO_002533-T1	152.4	109
EPrGT00050000005176	Complete	PHYSUEDO_004509-T1	318.2	225
EPrGT00050000005182	Complete	PHYSUEDO_015515-T1	161.3	95
EPrGT00050000005194	Complete	PHYSUEDO_013564-T1	271.3	187
EPrGT00050000005202	Complete	PHYSUEDO_014283-T1	121.3	97
EPrGT00050000005212	Complete	PHYSUEDO_001915-T1	197.7	138
EPrGT00050000005290	Complete	PHYSUEDO_000125-T1	380.7	233
EPrGT00050000005304	Complete	PHYSUEDO_006968-T1	337.2	283
EPrGT00050000005330	Complete	PHYSUEDO_003829-T1	231.0	200
EPrGT00050000005332	Complete	PHYSUEDO_008903-T1	353.5	199
EPrGT00050000005339	Complete	PHYSUEDO_008596-T1	228.2	148
EPrGT00050000005359	Complete	PHYSUEDO_007247-T1	181.3	130
EPrGT00050000005370	Complete	PHYSUEDO_001260-T1	507.9	396
EPrGT00050000005384	Complete	PHYSUEDO_001439-T1	140.2	75
EPrGT00050000005385	Complete	PHYSUEDO_006221-T1	411.0	302
EPrGT00050000005427	Complete	PHYSUEDO_013062-T1	280.2	167
EPrGT00050000005439	Complete	PHYSUEDO_012508-T1	278.6	195
EPrGT00050000005459	Complete	PHYSUEDO_010031-T1	164.8	92
EPrGT00050000005482	Complete	PHYSUEDO_004946-T1	293.8	189
EPrGT00050000005485	Complete	PHYSUEDO_001700-T1	391.3	216
EPrGT00050000005498	Complete	PHYSUEDO_009107-T1	218.6	120
EPrGT00050000005502	Complete	PHYSUEDO_011922-T1	459.3	344
EPrGT00050000005514	Complete	PHYSUEDO_013628-T1	414.3	276
EPrGT00050000005516	Complete	PHYSUEDO_004020-T1	225.6	182
EPrGT00050000005533	Complete	PHYSUEDO_000409-T1	356.0	226
EPrGT00050000005557	Missing
EPrGT00050000005562	Complete	PHYSUEDO_003077-T1	193.0	115
EPrGT00050000005579	Complete	PHYSUEDO_002113-T1	404.7	205
EPrGT00050000005612	Complete	PHYSUEDO_015014-T1	108.5	57
EPrGT00050000005623	Complete	PHYSUEDO_013215-T1	221.5	139
EPrGT00050000005628	Missing
EPrGT00050000005659	Complete	PHYSUEDO_006110-T1	235.5	175
EPrGT00050000005670	Complete	PHYSUEDO_008403-T1	724.8	429
EPrGT00050000005683	Complete	PHYSUEDO_006294-T1	136.0	77
EPrGT00050000005687	Complete	PHYSUEDO_006300-T1	197.8	111
EPrGT00050000005712	Complete	PHYSUEDO_000372-T1	484.1	285
EPrGT00050000005714	Complete	PHYSUEDO_011215-T1	194.8	169
EPrGT00050000005721	Complete	PHYSUEDO_002927-T1	390.6	264
EPrGT00050000005732	Complete	PHYSUEDO_006168-T1	440.8	236
EPrGT00050000005743	Complete	PHYSUEDO_003924-T1	303.7	208
EPrGT00050000005755	Complete	PHYSUEDO_013411-T1	146.3	66
EPrGT00050000005769	Complete	PHYSUEDO_003229-T1	194.2	147
EPrGT00050000005783	Complete	PHYSUEDO_015413-T1	159.4	171
EPrGT00050000005798	Complete	PHYSUEDO_013380-T1	277.1	214
EPrGT00050000005800	Complete	PHYSUEDO_004623-T1	750.5	560
EPrGT00050000005808	Complete	PHYSUEDO_011226-T1	224.9	128
EPrGT00050000005815	Complete	PHYSUEDO_010002-T1	617.0	472
EPrGT00050000005840	Complete	PHYSUEDO_000244-T1	220.8	153
EPrGT00050000005847	Complete	PHYSUEDO_013979-T1	162.0	144
EPrGT00050000005852	Complete	PHYSUEDO_007537-T1	151.8	98
EPrGT00050000005857	Complete	PHYSUEDO_009656-T1	185.9	163
EPrGT00050000005858	Complete	PHYSUEDO_006417-T1	284.0	164
EPrGT00050000005863	Missing
EPrGT00050000005867	Complete	PHYSUEDO_003331-T1	224.7	154
EPrGT00050000005885	Complete	PHYSUEDO_002703-T1	161.0	94
EPrGT00050000005887	Complete	PHYSUEDO_010995-T1	368.8	231
EPrGT00050000005907	Complete	PHYSUEDO_014862-T1	354.0	255
EPrGT00050000005914	Complete	PHYSUEDO_014382-T1	214.8	154
EPrGT00050000005940	Complete	PHYSUEDO_009591-T1	334.7	174
EPrGT00050000005944	Complete	PHYSUEDO_005843-T1	240.8	152
EPrGT00050000005954	Complete	PHYSUEDO_013771-T1	371.4	323
EPrGT00050000005957	Complete	PHYSUEDO_000636-T1	391.9	300
EPrGT00050000005966	Complete	PHYSUEDO_008914-T1	528.6	398
EPrGT00050000005974	Complete	PHYSUEDO_013895-T1	231.6	171
EPrGT00050000005979	Complete	PHYSUEDO_008714-T1	94.8	71
EPrGT00050000005985	Complete	PHYSUEDO_004317-T1	226.2	127
EPrGT00050000005991	Complete	PHYSUEDO_008237-T1	191.1	111
EPrGT00050000005993	Complete	PHYSUEDO_014474-T1	117.6	99
EPrGT00050000005995	Complete	PHYSUEDO_011379-T1	194.2	135
EPrGT00050000006007	Complete	PHYSUEDO_001598-T1	483.4	315
EPrGT00050000006015	Complete	PHYSUEDO_006788-T1	271.4	137
EPrGT00050000006026	Complete	PHYSUEDO_013773-T1	359.5	302
EPrGT00050000006045	Complete	PHYSUEDO_012247-T1	552.6	357
EPrGT00050000006077	Complete	PHYSUEDO_015478-T1	176.7	122
EPrGT00050000006079	Complete	PHYSUEDO_008165-T1	117.2	68
EPrGT00050000006089	Complete	PHYSUEDO_004420-T1	433.0	221
EPrGT00050000006094	Complete	PHYSUEDO_011135-T1	201.1	105
EPrGT00050000006107	Complete	PHYSUEDO_002458-T1	205.5	144
EPrGT00050000006117	Complete	PHYSUEDO_003800-T1	161.8	112
EPrGT00050000006133	Complete	PHYSUEDO_002997-T1	425.0	356
EPrGT00050000006911	Complete	PHYSUEDO_003822-T1	614.3	389
EPrGT00050000007812	Complete	PHYSUEDO_008067-T1	397.8	294
EPrGT00080000010433	Complete	PHYSUEDO_001582-T1	373.1	229
EPrGT00080000010443	Complete	PHYSUEDO_000540-T1	567.9	662
EPrGT00080000010466	Complete	PHYSUEDO_005347-T1	163.4	155
EPrGT00080000010490	Complete	PHYSUEDO_012625-T1	291.5	186
EPrGT00080000010691	Complete	PHYSUEDO_014231-T1	277.6	271
EPrGT00100000018366	Complete	PHYSUEDO_013315-T1	562.5	363
EPrGT00100000018398	Complete	PHYSUEDO_013375-T1	451.7	312
EPrGT00100000018425	Complete	PHYSUEDO_008464-T1	769.7	704
EPrGT00100000018436	Complete	PHYSUEDO_008696-T1	839.3	691
EPrGT00130000022637	Complete	PHYSUEDO_004046-T1	128.7	78
EPrGT00130000022638	Complete	PHYSUEDO_009871-T1	133.1	88
EPrGT00130000022654	Complete	PHYSUEDO_009155-T1	810.4	562
EPrGT00130000022657	Complete	PHYSUEDO_007709-T1	559.9	575
EPrGT00130000022658	Complete	PHYSUEDO_014254-T1	323.9	260
EPrGT00180000031562	Complete	PHYSUEDO_002175-T1	759.1	703
EPrGT00180000031570	Complete	PHYSUEDO_008081-T1	441.4	406
EPrGT00180000031577	Complete	PHYSUEDO_004083-T1	334.2	237
EPrGT00190000034834	Complete	PHYSUEDO_015480-T1	211.4	217
EPrGT00300000062272	Complete	PHYSUEDO_002223-T1	523.3	414
EPrGT00300000062282	Missing
EPrGT00300000062292	Complete	PHYSUEDO_011013-T1	423.1	296
EPrGT00300000062294	Complete	PHYSUEDO_005002-T1	302.1	228
EPrGT00300000062297	Complete	PHYSUEDO_002925-T1	749.2	374
EPrGT00300000062306	Complete	PHYSUEDO_005349-T1	924.0	720
EPrGT00300000062307	Complete	PHYSUEDO_013061-T1	724.7	358
EPrGT00300000062311	Complete	PHYSUEDO_000107-T1	365.1	309
EPrGT00300000062313	Complete	PHYSUEDO_005755-T1	406.2	277
EPrGT00300000062326	Complete	PHYSUEDO_003641-T1	381.5	273
EPrGT00300000062330	Complete	PHYSUEDO_008773-T1	192.9	153
EPrGT00300000062331	Complete	PHYSUEDO_000814-T1	743.3	455
EPrGT00300000062349	Complete	PHYSUEDO_006712-T1	352.1	337
EPrGT00300000062353	Complete	PHYSUEDO_014230-T1	137.2	68
EPrGT00310000126007	Complete	PHYSUEDO_011220-T1	1225.5	871
EPrGT00310000126008	Missing
EPrGT00310000126010	Complete	PHYSUEDO_003169-T1	1105.7	1116
EPrGT00310000126014	Complete	PHYSUEDO_014024-T1	470.6	402
EPrGT00310000126021	Complete	PHYSUEDO_007084-T1	504.7	375
EPrGT00740000041354	Complete	PHYSUEDO_006831-T1	727.6	1445
EPrGT00740000041381	Complete	PHYSUEDO_000253-T1	256.6	192
