geneid	fiveprime	threeprime	Class
PHYBOEH_003493	463	2450	NA
PHYBOEH_003494	201	463	NA
PHYBOEH_003495	9679	201	NA
PHYBOEH_003496	87	9679	NA
PHYBOEH_003497	3151	87	NA
PHYBOEH_003498	194	3151	NA
PHYBOEH_003499	1805	194	NA
PHYBOEH_003500	244	1805	NA
PHYBOEH_003501	2510	244	NA
PHYBOEH_003502	1659	2510	RXLR
PHYBOEH_003503	222	1659	NA
PHYBOEH_003504	345	222	NA
PHYBOEH_003505	115	345	NA
PHYBOEH_003506	606	115	NA
PHYBOEH_003507	74	606	NA
PHYBOEH_003508	287	74	NA
PHYBOEH_003509	2864	287	NA
PHYBOEH_003510	4026	2864	NA
PHYBOEH_003511	5555	4026	NA
PHYBOEH_003512	318	5555	NA
PHYBOEH_003513	262	318	NA
PHYBOEH_003514	62	262	RXLR
PHYBOEH_003515	431	62	NA
PHYBOEH_003516	6662	431	NA
PHYBOEH_003517	694	6662	NA
PHYBOEH_003518	2260	694	NA
PHYBOEH_003519	133	2260	NA
PHYBOEH_003520	128	133	NA
PHYBOEH_003521	95	128	NA
PHYBOEH_003522	895	95	NA
PHYBOEH_003523	100	895	NA
PHYBOEH_003524	2623	100	NA
PHYBOEH_003525	394	2623	NA
PHYBOEH_003526	592	394	NA
PHYBOEH_003527	235	592	NA
PHYBOEH_003528	117	235	NA
PHYBOEH_003529	192	117	NA
PHYBOEH_003530	821	192	NA
PHYBOEH_003531	64	821	NA
PHYBOEH_003532	106	64	RXLR
PHYBOEH_003533	274	106	NA
PHYBOEH_003534	24259	274	NA
PHYBOEH_003535	2060	24259	NA
PHYBOEH_003536	1407	2060	NA
PHYBOEH_003537	623	1407	RXLR
PHYBOEH_003538	510	623	RXLR
PHYBOEH_003539	1655	510	NA
PHYBOEH_003540	109	1655	RXLR
PHYBOEH_003541	4344	109	NA
PHYBOEH_003542	6633	4344	NA
PHYBOEH_003543	479	6633	NA
PHYBOEH_003544	21071	479	NA
PHYBOEH_003545	175	21071	NA
PHYBOEH_003546	432	175	NA
PHYBOEH_003547	1644	432	NA
PHYBOEH_003548	314	1644	NA
PHYBOEH_003549	15353	314	NA
PHYBOEH_003550	88	15353	NA
PHYBOEH_003551	NA	88	NA
PHYBOEH_005670	133	NA	NA
PHYBOEH_005671	457	133	NA
PHYBOEH_005672	516	457	NA
PHYBOEH_005673	3128	516	NA
PHYBOEH_005674	221	3128	NA
PHYBOEH_005675	95	221	NA
PHYBOEH_005676	640	95	NA
PHYBOEH_005677	127	640	NA
PHYBOEH_005678	4542	127	NA
PHYBOEH_005679	692	4542	NA
PHYBOEH_005680	175	692	NA
PHYBOEH_005681	779	175	NA
PHYBOEH_005682	654	779	NA
PHYBOEH_005683	172	654	NA
PHYBOEH_005684	1538	172	NA
PHYBOEH_005685	756	1538	NA
PHYBOEH_005686	991	756	NA
PHYBOEH_005687	166	991	NA
PHYBOEH_005688	187	166	NA
PHYBOEH_005689	150	187	NA
PHYBOEH_005690	2988	150	NA
PHYBOEH_005691	4181	2988	NA
PHYBOEH_005692	166	4181	NA
PHYBOEH_005693	1086	166	NA
PHYBOEH_005694	936	1086	NA
PHYBOEH_005695	491	936	NA
PHYBOEH_005696	461	491	NA
PHYBOEH_005697	2063	461	NA
PHYBOEH_005698	172	2063	NA
PHYBOEH_005699	2753	172	NA
PHYBOEH_005700	360	2753	NA
PHYBOEH_005701	650	360	NA
PHYBOEH_005702	328	650	NA
PHYBOEH_005703	136	328	NA
PHYBOEH_005704	221	136	NA
PHYBOEH_005705	142	221	NA
PHYBOEH_005706	105	142	NA
PHYBOEH_005707	66	105	NA
PHYBOEH_005708	1042	66	NA
PHYBOEH_005709	1988	1042	NA
PHYBOEH_005710	551	1988	NA
PHYBOEH_005711	930	551	NA
PHYBOEH_005712	1511	930	NA
PHYBOEH_005713	287	1511	NA
PHYBOEH_005714	499	287	NA
PHYBOEH_005715	388	499	NA
PHYBOEH_005716	6602	388	NA
PHYBOEH_005717	114	6602	NA
PHYBOEH_005718	148	114	NA
PHYBOEH_005719	205	148	NA
PHYBOEH_005720	607	205	NA
PHYBOEH_005721	156	607	NA
PHYBOEH_005722	316	156	NA
PHYBOEH_005723	5668	316	NA
PHYBOEH_005724	112	5668	NA
PHYBOEH_005725	232	112	NA
PHYBOEH_005726	691	232	NA
PHYBOEH_005727	126	691	NA
PHYBOEH_005728	1758	126	NA
PHYBOEH_005729	91	1758	NA
PHYBOEH_005730	1660	91	NA
PHYBOEH_005731	182	1660	NA
PHYBOEH_005732	1505	182	NA
PHYBOEH_005733	299	1505	NA
PHYBOEH_005734	401	299	BUSCO
PHYBOEH_005735	197	401	NA
PHYBOEH_005736	3117	197	NA
PHYBOEH_005737	176	3117	NA
PHYBOEH_005738	2391	176	NA
PHYBOEH_005739	188	2391	NA
PHYBOEH_005740	100	188	NA
PHYBOEH_005741	170	100	NA
PHYBOEH_005742	2327	170	NA
PHYBOEH_005743	123	2327	NA
PHYBOEH_005744	1481	123	NA
PHYBOEH_005745	1210	1481	NA
PHYBOEH_005746	153	1210	NA
PHYBOEH_005747	238	153	NA
PHYBOEH_005748	172	238	NA
PHYBOEH_005749	121	172	NA
PHYBOEH_005750	566	121	NA
PHYBOEH_005751	499	566	NA
PHYBOEH_005752	303	499	NA
PHYBOEH_005753	286	303	NA
PHYBOEH_005754	257	286	NA
PHYBOEH_005755	2532	257	NA
PHYBOEH_005756	147	2532	NA
PHYBOEH_005757	1432	147	NA
PHYBOEH_005758	332	1432	NA
PHYBOEH_005759	404	332	NA
PHYBOEH_005760	892	404	NA
PHYBOEH_005761	440	892	NA
PHYBOEH_005762	153	440	NA
PHYBOEH_005763	132	153	NA
PHYBOEH_005764	4528	132	NA
PHYBOEH_005765	188	4528	NA
PHYBOEH_005766	98	188	NA
PHYBOEH_005767	434	98	NA
PHYBOEH_005768	213	434	NA
PHYBOEH_005769	204	213	NA
PHYBOEH_005770	160	204	NA
PHYBOEH_005771	193	160	NA
PHYBOEH_005772	23	193	NA
PHYBOEH_005773	739	23	NA
PHYBOEH_005774	3896	739	NA
PHYBOEH_005775	482	3896	NA
PHYBOEH_005776	NA	482	NA
PHYBOEH_007236	331	NA	BUSCO
PHYBOEH_007237	319	331	NA
PHYBOEH_007238	1473	319	NA
PHYBOEH_007239	1157	1473	NA
PHYBOEH_007240	190	1157	NA
PHYBOEH_007241	5031	190	NA
PHYBOEH_007242	396	5031	NA
PHYBOEH_007243	167	396	NA
PHYBOEH_007244	1003	167	NA
PHYBOEH_007245	242	1003	NA
PHYBOEH_007246	862	242	NA
PHYBOEH_007247	68	862	NA
PHYBOEH_007248	477	68	NA
PHYBOEH_007249	208	477	NA
PHYBOEH_007250	277	208	NA
PHYBOEH_007251	269	277	NA
PHYBOEH_007252	99	269	NA
PHYBOEH_007253	95	99	NA
PHYBOEH_007254	407	95	NA
PHYBOEH_007255	255	407	NA
PHYBOEH_007256	508	255	NA
PHYBOEH_007257	185	508	NA
PHYBOEH_007258	229	185	NA
PHYBOEH_007259	155	229	NA
PHYBOEH_007260	102	155	NA
PHYBOEH_007261	179	102	NA
PHYBOEH_007262	122	179	NA
PHYBOEH_007263	1249	122	NA
PHYBOEH_007264	166	1249	NA
PHYBOEH_007265	130	166	NA
PHYBOEH_007266	116	130	NA
PHYBOEH_007267	1024	116	NA
PHYBOEH_007268	2850	1024	NA
PHYBOEH_007269	160	2850	NA
PHYBOEH_007270	182	160	NA
PHYBOEH_007271	4172	182	NA
PHYBOEH_007272	234	4172	NA
PHYBOEH_007273	799	234	NA
PHYBOEH_007274	148	799	NA
PHYBOEH_007275	2373	148	NA
PHYBOEH_007276	7858	2373	NA
PHYBOEH_007277	127	7858	NA
PHYBOEH_007278	2313	127	BUSCO
PHYBOEH_007279	351	2313	NA
PHYBOEH_007280	4007	351	NA
PHYBOEH_007281	1556	4007	NA
PHYBOEH_007282	175	1556	NA
PHYBOEH_007283	453	175	NA
PHYBOEH_007284	400	453	NA
PHYBOEH_007285	1314	400	NA
PHYBOEH_007286	412	1314	NA
PHYBOEH_007287	391	412	NA
PHYBOEH_007288	467	391	NA
PHYBOEH_007289	2600	467	NA
PHYBOEH_007290	164	2600	NA
PHYBOEH_007291	324	164	NA
PHYBOEH_007292	23731	324	NA
PHYBOEH_007293	204	23731	NA
PHYBOEH_007294	391	204	NA
PHYBOEH_007295	2940	391	NA
PHYBOEH_007296	5774	2940	NA
PHYBOEH_007297	188	5774	NA
PHYBOEH_007298	360	188	NA
PHYBOEH_007299	306	360	BUSCO
PHYBOEH_007300	311	306	NA
PHYBOEH_007301	671	311	NA
PHYBOEH_007302	171	671	NA
PHYBOEH_007303	390	171	BUSCO
PHYBOEH_007304	104	390	NA
PHYBOEH_007305	244	104	NA
PHYBOEH_007306	350	244	NA
PHYBOEH_007307	2121	350	NA
PHYBOEH_007308	1000	2121	NA
PHYBOEH_007309	3307	1000	NA
PHYBOEH_007310	66	3307	NA
PHYBOEH_007311	6317	66	NA
PHYBOEH_007312	159	6317	NA
PHYBOEH_007313	291	159	NA
PHYBOEH_007314	162	291	BUSCO
PHYBOEH_007315	4413	162	NA
PHYBOEH_007316	192	4413	NA
PHYBOEH_007317	468	192	NA
PHYBOEH_007318	151	468	NA
PHYBOEH_007319	1812	151	NA
PHYBOEH_007320	NA	1812	NA
PHYBOEH_008464	4282	NA	NA
PHYBOEH_008465	1450	4282	NA
PHYBOEH_008466	2644	1450	NA
PHYBOEH_008467	1058	2644	NA
PHYBOEH_008468	159	1058	NA
PHYBOEH_008469	843	159	NA
PHYBOEH_008470	815	843	NA
PHYBOEH_008471	232	815	NA
PHYBOEH_008472	132	232	NA
PHYBOEH_008473	564	132	NA
PHYBOEH_008474	4262	564	NA
PHYBOEH_008475	2843	4262	NA
PHYBOEH_008476	110	2843	NA
PHYBOEH_008477	62	110	NA
PHYBOEH_008478	211	62	NA
PHYBOEH_008479	445	211	NA
PHYBOEH_008480	7	445	NA
PHYBOEH_008481	2865	7	NA
PHYBOEH_008482	123	2865	RXLR
PHYBOEH_008483	284	123	NA
PHYBOEH_008484	824	284	NA
PHYBOEH_008485	63	824	NA
PHYBOEH_008486	118	63	NA
PHYBOEH_008487	1033	118	NA
PHYBOEH_008488	292	1033	NA
PHYBOEH_008489	82	292	NA
PHYBOEH_008490	89	82	NA
PHYBOEH_008491	145	89	NA
PHYBOEH_008492	278	145	NA
PHYBOEH_008493	1692	278	NA
PHYBOEH_008494	111	1692	NA
PHYBOEH_008495	196	111	NA
PHYBOEH_008496	1074	196	NA
PHYBOEH_008497	472	1074	NA
PHYBOEH_008498	3237	472	NA
PHYBOEH_008499	250	3237	NA
PHYBOEH_008500	548	250	NA
PHYBOEH_008501	341	548	NA
PHYBOEH_008502	3165	341	NA
PHYBOEH_008503	194	3165	NA
PHYBOEH_008504	1079	194	NA
PHYBOEH_008505	4352	1079	NA
PHYBOEH_008506	111	4352	NA
PHYBOEH_008507	1223	111	NA
PHYBOEH_008508	153	1223	NA
PHYBOEH_008509	4017	153	NA
PHYBOEH_008510	322	4017	NA
PHYBOEH_008511	386	322	NA
PHYBOEH_008512	94	386	NA
PHYBOEH_008513	248	94	NA
PHYBOEH_008514	352	248	NA
PHYBOEH_008515	471	352	NA
PHYBOEH_008516	190	471	NA
PHYBOEH_008517	1761	190	NA
PHYBOEH_008518	132	1761	NA
PHYBOEH_008519	105	132	NA
PHYBOEH_008520	15836	105	NA
PHYBOEH_008521	190	15836	NA
PHYBOEH_008522	240	190	NA
PHYBOEH_008523	566	240	NA
PHYBOEH_008524	118	566	NA
PHYBOEH_008525	9841	118	NA
PHYBOEH_008526	1598	9841	NA
PHYBOEH_008527	234	1598	NA
PHYBOEH_008528	476	234	NA
PHYBOEH_008529	5419	476	NA
PHYBOEH_008530	3400	5419	NA
PHYBOEH_008531	493	3400	NA
PHYBOEH_008532	268	493	NA
PHYBOEH_008533	1019	268	NA
PHYBOEH_008534	242	1019	NA
PHYBOEH_008535	1495	242	NA
PHYBOEH_008536	11269	1495	NA
PHYBOEH_008537	289	11269	NA
PHYBOEH_008538	153	289	NA
PHYBOEH_008539	143	153	NA
PHYBOEH_008540	70	143	NA
PHYBOEH_008541	98	70	BUSCO
PHYBOEH_008542	NA	98	NA
PHYBOEH_009450	3298	NA	NA
PHYBOEH_009451	169	3298	NA
PHYBOEH_009452	62	169	NA
PHYBOEH_009453	124	62	NA
PHYBOEH_009454	209	124	NA
PHYBOEH_009455	349	209	NA
PHYBOEH_009456	153	349	NA
PHYBOEH_009457	197	153	NA
PHYBOEH_009458	284	197	NA
PHYBOEH_009459	24	284	NA
PHYBOEH_009460	203	24	NA
PHYBOEH_009461	2103	203	NA
PHYBOEH_009462	1547	2103	NA
PHYBOEH_009463	303	1547	NA
PHYBOEH_009464	486	303	NA
PHYBOEH_009465	551	486	NA
PHYBOEH_009466	203	551	NA
PHYBOEH_009467	158	203	NA
PHYBOEH_009468	1904	158	NA
PHYBOEH_009469	203	1904	NA
PHYBOEH_009470	199	203	NA
PHYBOEH_009471	233	199	NA
PHYBOEH_009472	479	233	NA
PHYBOEH_009473	521	479	NA
PHYBOEH_009474	62	521	NA
PHYBOEH_009475	4901	62	NA
PHYBOEH_009476	159	4901	NA
PHYBOEH_009477	352	159	NA
PHYBOEH_009478	3459	352	NA
PHYBOEH_009479	426	3459	NA
PHYBOEH_009480	134	426	NA
PHYBOEH_009481	182	134	NA
PHYBOEH_009482	65	182	NA
PHYBOEH_009483	83	65	NA
PHYBOEH_009484	84	83	NA
PHYBOEH_009485	231	84	NA
PHYBOEH_009486	228	231	NA
PHYBOEH_009487	196	228	NA
PHYBOEH_009488	101	196	NA
PHYBOEH_009489	2756	101	NA
PHYBOEH_009490	752	2756	NA
PHYBOEH_009491	210	752	NA
PHYBOEH_009492	263	210	NA
PHYBOEH_009493	270	263	NA
PHYBOEH_009494	230	270	NA
PHYBOEH_009495	675	230	NA
PHYBOEH_009496	196	675	NA
PHYBOEH_009497	3254	196	NA
PHYBOEH_009498	2020	3254	NA
PHYBOEH_009499	487	2020	NA
PHYBOEH_009500	517	487	NA
PHYBOEH_009501	259	517	NA
PHYBOEH_009502	1487	259	NA
PHYBOEH_009503	570	1487	NA
PHYBOEH_009504	2398	570	NA
PHYBOEH_009505	532	2398	NA
PHYBOEH_009506	366	532	NA
PHYBOEH_009507	199	366	NA
PHYBOEH_009508	112	199	NA
PHYBOEH_009509	350	112	NA
PHYBOEH_009510	3153	350	NA
PHYBOEH_009511	3227	3153	NA
PHYBOEH_009512	566	3227	NA
PHYBOEH_009513	11149	566	NA
PHYBOEH_009514	253	11149	NA
PHYBOEH_009515	672	253	NA
PHYBOEH_009516	711	672	NA
PHYBOEH_009517	601	711	NA
PHYBOEH_009518	1655	601	NA
PHYBOEH_009519	3427	1655	NA
PHYBOEH_009520	172	3427	NA
PHYBOEH_009521	125	172	NA
PHYBOEH_009522	NA	125	NA
PHYBOEH_010245	1432	NA	NA
PHYBOEH_010246	254	1432	NA
PHYBOEH_010247	353	254	BUSCO
PHYBOEH_010248	245	353	RXLR
PHYBOEH_010249	495	245	NA
PHYBOEH_010250	1955	495	NA
PHYBOEH_010251	96	1955	NA
PHYBOEH_010252	1360	96	NA
PHYBOEH_010253	174	1360	NA
PHYBOEH_010254	174	174	NA
PHYBOEH_010255	368	174	BUSCO
PHYBOEH_010256	838	368	NA
PHYBOEH_010257	991	838	NA
PHYBOEH_010258	1393	991	NA
PHYBOEH_010259	605	1393	NA
PHYBOEH_010260	65	605	NA
PHYBOEH_010261	347	65	NA
PHYBOEH_010262	403	347	NA
PHYBOEH_010263	295	403	NA
PHYBOEH_010264	391	295	NA
PHYBOEH_010265	310	391	NA
PHYBOEH_010266	183	310	NA
PHYBOEH_010267	416	183	NA
PHYBOEH_010268	115	416	NA
PHYBOEH_010269	120	115	NA
PHYBOEH_010270	207	120	NA
PHYBOEH_010271	2246	207	BUSCO
PHYBOEH_010272	72	2246	NA
PHYBOEH_010273	1172	72	NA
PHYBOEH_010274	169	1172	NA
PHYBOEH_010275	932	169	NA
PHYBOEH_010276	124	932	NA
PHYBOEH_010277	465	124	NA
PHYBOEH_010278	2379	465	NA
PHYBOEH_010279	421	2379	NA
PHYBOEH_010280	210	421	NA
PHYBOEH_010281	412	210	NA
PHYBOEH_010282	258	412	NA
PHYBOEH_010283	369	258	NA
PHYBOEH_010284	917	369	NA
PHYBOEH_010285	1009	917	NA
PHYBOEH_010286	1493	1009	NA
PHYBOEH_010287	207	1493	NA
PHYBOEH_010288	117	207	NA
PHYBOEH_010289	3747	117	NA
PHYBOEH_010290	1573	3747	NA
PHYBOEH_010291	664	1573	NA
PHYBOEH_010292	341	664	NA
PHYBOEH_010293	167	341	NA
PHYBOEH_010294	606	167	NA
PHYBOEH_010295	563	606	NA
PHYBOEH_010296	132	563	NA
PHYBOEH_010297	70	132	BUSCO
PHYBOEH_010298	153	70	NA
PHYBOEH_010299	167	153	NA
PHYBOEH_010300	205	167	NA
PHYBOEH_010301	81	205	NA
PHYBOEH_010302	554	81	NA
PHYBOEH_010303	1382	554	NA
PHYBOEH_010304	2322	1382	NA
PHYBOEH_010305	296	2322	NA
PHYBOEH_010306	282	296	NA
PHYBOEH_010307	173	282	NA
PHYBOEH_010308	1986	173	NA
PHYBOEH_010309	253	1986	NA
PHYBOEH_010310	945	253	NA
PHYBOEH_010311	1392	945	NA
PHYBOEH_010312	116	1392	NA
PHYBOEH_010313	177	116	NA
PHYBOEH_010314	187	177	NA
PHYBOEH_010315	326	187	NA
PHYBOEH_010316	588	326	NA
PHYBOEH_010317	439	588	BUSCO
PHYBOEH_010318	389	439	NA
PHYBOEH_010319	230	389	NA
PHYBOEH_010320	146	230	NA
PHYBOEH_010321	806	146	NA
PHYBOEH_010322	897	806	NA
PHYBOEH_010323	122	897	NA
PHYBOEH_010324	156	122	NA
PHYBOEH_010325	350	156	NA
PHYBOEH_010326	63	350	NA
PHYBOEH_010327	376	63	NA
PHYBOEH_010328	415	376	NA
PHYBOEH_010329	119	415	NA
PHYBOEH_010330	234	119	NA
PHYBOEH_010331	845	234	NA
PHYBOEH_010332	NA	845	NA
PHYBOEH_010997	345	NA	NA
PHYBOEH_010998	91	345	NA
PHYBOEH_010999	435	91	NA
PHYBOEH_011000	1450	435	NA
PHYBOEH_011001	1143	1450	NA
PHYBOEH_011002	776	1143	NA
PHYBOEH_011003	347	776	NA
PHYBOEH_011004	2181	347	NA
PHYBOEH_011005	1266	2181	NA
PHYBOEH_011006	1425	1266	NA
PHYBOEH_011007	4638	1425	NA
PHYBOEH_011008	182	4638	NA
PHYBOEH_011009	109	182	NA
PHYBOEH_011010	87	109	NA
PHYBOEH_011011	854	87	NA
PHYBOEH_011012	171	854	NA
PHYBOEH_011013	207	171	NA
PHYBOEH_011014	371	207	NA
PHYBOEH_011015	89	371	NA
PHYBOEH_011016	604	89	NA
PHYBOEH_011017	126	604	NA
PHYBOEH_011018	246	126	NA
PHYBOEH_011019	540	246	NA
PHYBOEH_011020	921	540	NA
PHYBOEH_011021	266	921	NA
PHYBOEH_011022	732	266	NA
PHYBOEH_011023	378	732	NA
PHYBOEH_011024	112	378	NA
PHYBOEH_011025	148	112	NA
PHYBOEH_011026	184	148	NA
PHYBOEH_011027	1376	184	NA
PHYBOEH_011028	67	1376	NA
PHYBOEH_011029	1829	67	NA
PHYBOEH_011030	108	1829	NA
PHYBOEH_011031	1770	108	NA
PHYBOEH_011032	624	1770	NA
PHYBOEH_011033	160	624	NA
PHYBOEH_011034	849	160	NA
PHYBOEH_011035	330	849	NA
PHYBOEH_011036	1365	330	NA
PHYBOEH_011037	1777	1365	NA
PHYBOEH_011038	343	1777	NA
PHYBOEH_011039	99	343	NA
PHYBOEH_011040	1276	99	NA
PHYBOEH_011041	261	1276	NA
PHYBOEH_011042	281	261	NA
PHYBOEH_011043	773	281	NA
PHYBOEH_011044	558	773	NA
PHYBOEH_011045	1770	558	NA
PHYBOEH_011046	460	1770	NA
PHYBOEH_011047	6525	460	NA
PHYBOEH_011048	1552	6525	NA
PHYBOEH_011049	3629	1552	NA
PHYBOEH_011050	79	3629	NA
PHYBOEH_011051	93	79	NA
PHYBOEH_011052	1083	93	NA
PHYBOEH_011053	3153	1083	RXLR
PHYBOEH_011054	217	3153	NA
PHYBOEH_011055	1488	217	NA
PHYBOEH_011056	62	1488	RXLR
PHYBOEH_011057	2462	62	NA
PHYBOEH_011058	184	2462	NA
PHYBOEH_011059	542	184	NA
PHYBOEH_011060	2635	542	NA
PHYBOEH_011061	1993	2635	NA
PHYBOEH_011062	608	1993	NA
PHYBOEH_011063	1708	608	NA
PHYBOEH_011064	420	1708	NA
PHYBOEH_011065	1489	420	RXLR
PHYBOEH_011066	580	1489	NA
PHYBOEH_011067	132	580	NA
PHYBOEH_011068	136	132	NA
PHYBOEH_011069	125	136	NA
PHYBOEH_011070	NA	125	NA
PHYBOEH_011590	3742	NA	NA
PHYBOEH_011591	2001	3742	NA
PHYBOEH_011592	157	2001	NA
PHYBOEH_011593	2121	157	NA
PHYBOEH_011594	1105	2121	NA
PHYBOEH_011595	586	1105	NA
PHYBOEH_011596	275	586	NA
PHYBOEH_011597	409	275	NA
PHYBOEH_011598	178	409	NA
PHYBOEH_011599	170	178	NA
PHYBOEH_011600	289	170	NA
PHYBOEH_011601	1006	289	NA
PHYBOEH_011602	6092	1006	NA
PHYBOEH_011603	66	6092	NA
PHYBOEH_011604	138	66	NA
PHYBOEH_011605	6955	138	NA
PHYBOEH_011606	402	6955	NA
PHYBOEH_011607	1409	402	NA
PHYBOEH_011608	1170	1409	NA
PHYBOEH_011609	1162	1170	NA
PHYBOEH_011610	374	1162	NA
PHYBOEH_011611	840	374	NA
PHYBOEH_011612	102	840	NA
PHYBOEH_011613	226	102	NA
PHYBOEH_011614	2196	226	NA
PHYBOEH_011615	187	2196	NA
PHYBOEH_011616	199	187	BUSCO
PHYBOEH_011617	113	199	NA
PHYBOEH_011618	117	113	BUSCO
PHYBOEH_011619	442	117	NA
PHYBOEH_011620	317	442	NA
PHYBOEH_011621	4061	317	NA
PHYBOEH_011622	330	4061	NA
PHYBOEH_011623	225	330	NA
PHYBOEH_011624	146	225	NA
PHYBOEH_011625	722	146	NA
PHYBOEH_011626	933	722	NA
PHYBOEH_011627	311	933	NA
PHYBOEH_011628	1385	311	NA
PHYBOEH_011629	88	1385	NA
PHYBOEH_011630	568	88	NA
PHYBOEH_011631	237	568	NA
PHYBOEH_011632	234	237	NA
PHYBOEH_011633	851	234	NA
PHYBOEH_011634	1358	851	NA
PHYBOEH_011635	49	1358	NA
PHYBOEH_011636	471	49	NA
PHYBOEH_011637	518	471	NA
PHYBOEH_011638	347	518	NA
PHYBOEH_011639	4983	347	NA
PHYBOEH_011640	829	4983	NA
PHYBOEH_011641	2328	829	NA
