geneid	fiveprime	threeprime	Class
PHYGONAP_013479	980	15151	NA
PHYGONAP_013480	484	980	NA
PHYGONAP_013481	282	484	NA
PHYGONAP_013482	54	282	NA
PHYGONAP_013483	190	54	RXLR
PHYGONAP_013484	164	190	NA
PHYGONAP_013485	5215	164	NA
PHYGONAP_013486	330	5215	NA
PHYGONAP_013487	NA	330	NA
PHYGONAP_013756	610	NA	NA
PHYGONAP_013757	488	610	NA
PHYGONAP_013758	1355	488	NA
PHYGONAP_013759	2153	1355	NA
PHYGONAP_013760	713	2153	NA
PHYGONAP_013761	267	713	NA
PHYGONAP_013762	72	267	NA
PHYGONAP_013763	585	72	NA
PHYGONAP_013764	209	585	NA
PHYGONAP_013765	77	209	NA
PHYGONAP_013766	79	77	NA
PHYGONAP_013767	226	79	NA
PHYGONAP_013768	293	226	NA
PHYGONAP_013769	683	293	BUSCO
PHYGONAP_013770	156	683	NA
PHYGONAP_013771	48	156	NA
PHYGONAP_013772	504	48	NA
PHYGONAP_013773	300	504	NA
PHYGONAP_013774	170	300	NA
PHYGONAP_013775	532	170	NA
PHYGONAP_013776	162	532	NA
PHYGONAP_013777	198	162	NA
PHYGONAP_013778	258	198	NA
PHYGONAP_013779	765	258	NA
PHYGONAP_013780	5085	765	NA
PHYGONAP_013781	NA	5085	NA
PHYGONAP_014039	72	NA	NA
PHYGONAP_014040	246	72	NA
PHYGONAP_014041	226	246	RXLR
PHYGONAP_014041	226	246	BUSCO
PHYGONAP_014042	362	226	BUSCO
PHYGONAP_014043	1369	362	NA
PHYGONAP_014044	93	1369	NA
PHYGONAP_014045	191	93	NA
PHYGONAP_014046	1022	191	NA
PHYGONAP_014047	312	1022	NA
PHYGONAP_014048	NA	312	NA
PHYGONAP_014291	22055	NA	NA
PHYGONAP_014292	122	22055	NA
PHYGONAP_014293	NA	122	NA
PHYGONAP_014543	87	NA	NA
PHYGONAP_014544	1109	87	NA
PHYGONAP_014545	1000	1109	NA
PHYGONAP_014546	2184	1000	NA
PHYGONAP_014547	2881	2184	NA
PHYGONAP_014548	658	2881	NA
PHYGONAP_014549	129	658	NA
PHYGONAP_014550	550	129	NA
PHYGONAP_014551	66	550	NA
PHYGONAP_014552	302	66	NA
PHYGONAP_014553	339	302	NA
PHYGONAP_014554	330	339	NA
PHYGONAP_014555	468	330	NA
PHYGONAP_014556	166	468	NA
PHYGONAP_014557	NA	166	NA
PHYGONAP_014771	298	NA	NA
PHYGONAP_014772	1272	298	NA
PHYGONAP_014773	568	1272	NA
PHYGONAP_014774	262	568	NA
PHYGONAP_014775	418	262	BUSCO
PHYGONAP_014776	303	418	NA
PHYGONAP_014777	184	303	NA
PHYGONAP_014778	671	184	NA
PHYGONAP_014779	1022	671	NA
PHYGONAP_014780	99	1022	NA
PHYGONAP_014781	416	99	NA
PHYGONAP_014782	235	416	NA
PHYGONAP_014783	110	235	NA
PHYGONAP_014784	1582	110	NA
PHYGONAP_014785	NA	1582	NA
PHYGONAP_014993	109	NA	NA
PHYGONAP_014994	181	109	NA
PHYGONAP_014995	65	181	NA
PHYGONAP_014996	384	65	NA
PHYGONAP_014997	131	384	NA
PHYGONAP_014998	379	131	NA
PHYGONAP_014999	1363	379	NA
PHYGONAP_015000	238	1363	NA
PHYGONAP_015001	474	238	NA
PHYGONAP_015002	240	474	NA
PHYGONAP_015003	806	240	NA
PHYGONAP_015004	125	806	NA
PHYGONAP_015005	443	125	BUSCO
PHYGONAP_015006	422	443	NA
PHYGONAP_015007	183	422	NA
PHYGONAP_015008	113	183	NA
PHYGONAP_015009	177	113	NA
PHYGONAP_015010	173	177	NA
PHYGONAP_015011	116	173	NA
PHYGONAP_015012	271	116	NA
PHYGONAP_015013	1492	271	NA
PHYGONAP_015014	91	1492	NA
PHYGONAP_015015	169	91	NA
PHYGONAP_015016	96	169	NA
PHYGONAP_015017	NA	96	NA
PHYGONAP_015226	522	NA	NA
PHYGONAP_015227	8709	522	NA
PHYGONAP_015228	14804	8709	NA
PHYGONAP_015229	NA	14804	NA
PHYGONAP_015436	139	NA	NA
PHYGONAP_015437	608	139	NA
PHYGONAP_015438	1676	608	NA
PHYGONAP_015439	136	1676	NA
PHYGONAP_015440	72	136	NA
PHYGONAP_015441	1491	72	NA
PHYGONAP_015442	95	1491	NA
PHYGONAP_015443	368	95	NA
PHYGONAP_015444	45	368	NA
PHYGONAP_015445	364	45	NA
PHYGONAP_015446	366	364	NA
PHYGONAP_015447	515	366	NA
PHYGONAP_015448	337	515	NA
PHYGONAP_015449	NA	337	NA
PHYGONAP_015640	397	NA	NA
PHYGONAP_015641	118	397	NA
PHYGONAP_015642	96	118	NA
PHYGONAP_015643	646	96	NA
PHYGONAP_015644	364	646	NA
PHYGONAP_015645	341	364	NA
PHYGONAP_015646	214	341	NA
PHYGONAP_015647	571	214	NA
PHYGONAP_015648	270	571	NA
PHYGONAP_015649	125	270	NA
PHYGONAP_015650	510	125	NA
PHYGONAP_015651	552	510	NA
PHYGONAP_015652	249	552	NA
PHYGONAP_015653	135	249	NA
PHYGONAP_015654	210	135	NA
PHYGONAP_015655	238	210	NA
PHYGONAP_015656	NA	238	NA
PHYGONAP_015870	8066	NA	NA
PHYGONAP_015871	679	8066	NA
PHYGONAP_015872	1654	679	NA
PHYGONAP_015873	165	1654	NA
PHYGONAP_015874	789	165	NA
PHYGONAP_015875	1937	789	NA
PHYGONAP_015876	592	1937	NA
PHYGONAP_015877	2008	592	NA
PHYGONAP_015878	NA	2008	NA
PHYGONAP_016075	8440	NA	NA
PHYGONAP_016076	15204	8440	NA
PHYGONAP_016077	9975	15204	NA
PHYGONAP_016078	NA	9975	NA
PHYGONAP_016250	445	NA	NA
PHYGONAP_016251	1315	445	NA
PHYGONAP_016252	656	1315	NA
PHYGONAP_016253	2084	656	NA
PHYGONAP_016254	244	2084	NA
PHYGONAP_016255	181	244	NA
PHYGONAP_016256	127	181	NA
PHYGONAP_016257	230	127	NA
PHYGONAP_016258	87	230	NA
PHYGONAP_016259	147	87	NA
PHYGONAP_016260	224	147	NA
PHYGONAP_016261	558	224	NA
PHYGONAP_016262	1475	558	NA
PHYGONAP_016263	662	1475	NA
PHYGONAP_016264	495	662	NA
PHYGONAP_016265	NA	495	NA
PHYGONAP_016463	1230	NA	NA
PHYGONAP_016464	404	1230	NA
PHYGONAP_016465	1456	404	NA
PHYGONAP_016466	790	1456	NA
PHYGONAP_016467	148	790	NA
PHYGONAP_016468	156	148	NA
PHYGONAP_016469	234	156	NA
PHYGONAP_016470	882	234	NA
PHYGONAP_016471	163	882	NA
PHYGONAP_016472	99	163	NA
PHYGONAP_016473	200	99	NA
PHYGONAP_016474	4340	200	NA
PHYGONAP_016475	NA	4340	NA
PHYGONAP_016681	96	NA	NA
PHYGONAP_016682	198	96	NA
PHYGONAP_016683	125	198	BUSCO
PHYGONAP_016684	1038	125	NA
PHYGONAP_016685	197	1038	NA
PHYGONAP_016686	4420	197	NA
PHYGONAP_016687	528	4420	NA
PHYGONAP_016688	497	528	NA
PHYGONAP_016689	634	497	NA
PHYGONAP_016690	312	634	NA
PHYGONAP_016691	197	312	NA
PHYGONAP_016692	369	197	NA
PHYGONAP_016693	239	369	NA
PHYGONAP_016694	1823	239	NA
PHYGONAP_016695	NA	1823	NA
PHYGONAP_016904	97	NA	NA
PHYGONAP_016905	14314	97	NA
PHYGONAP_016906	NA	14314	NA
PHYGONAP_017095	528	NA	NA
PHYGONAP_017096	932	528	NA
PHYGONAP_017097	209	932	NA
PHYGONAP_017098	1131	209	NA
PHYGONAP_017099	1254	1131	NA
PHYGONAP_017100	404	1254	NA
PHYGONAP_017101	182	404	NA
PHYGONAP_017102	38	182	NA
PHYGONAP_017103	122	38	NA
PHYGONAP_017104	299	122	NA
PHYGONAP_017105	388	299	NA
PHYGONAP_017106	778	388	NA
PHYGONAP_017107	158	778	NA
PHYGONAP_017108	2332	158	NA
PHYGONAP_017109	90	2332	NA
PHYGONAP_017110	294	90	NA
PHYGONAP_017111	NA	294	NA
PHYGONAP_017329	664	NA	NA
PHYGONAP_017330	727	664	BUSCO
PHYGONAP_017331	382	727	NA
PHYGONAP_017332	3233	382	NA
PHYGONAP_017333	828	3233	NA
PHYGONAP_017334	294	828	NA
PHYGONAP_017335	NA	294	NA
PHYGONAP_017478	280	NA	NA
PHYGONAP_017479	1316	280	BUSCO
PHYGONAP_017480	404	1316	NA
PHYGONAP_017481	NA	404	NA
PHYGONAP_017679	1026	NA	NA
PHYGONAP_017680	91	1026	NA
PHYGONAP_017681	79	91	NA
PHYGONAP_017682	4380	79	NA
PHYGONAP_017683	600	4380	NA
PHYGONAP_017684	263	600	NA
PHYGONAP_017685	512	263	NA
PHYGONAP_017686	1139	512	NA
PHYGONAP_017687	446	1139	NA
PHYGONAP_017688	152	446	NA
PHYGONAP_017689	199	152	NA
PHYGONAP_017690	1450	199	NA
PHYGONAP_017691	NA	1450	NA
PHYGONAP_017836	5654	NA	NA
PHYGONAP_017837	197	5654	NA
PHYGONAP_017838	147	197	NA
PHYGONAP_017839	NA	147	NA
PHYGONAP_017995	2425	NA	NA
PHYGONAP_017996	173	2425	RXLR
PHYGONAP_017997	108	173	NA
PHYGONAP_017998	159	108	NA
PHYGONAP_017999	319	159	NA
PHYGONAP_018000	177	319	NA
PHYGONAP_018001	3960	177	NA
PHYGONAP_018002	1654	3960	NA
PHYGONAP_018003	2080	1654	NA
PHYGONAP_018004	848	2080	NA
PHYGONAP_018005	234	848	NA
PHYGONAP_018006	367	234	NA
PHYGONAP_018007	NA	367	NA
PHYGONAP_018186	448	NA	NA
PHYGONAP_018187	965	448	NA
PHYGONAP_018188	932	965	NA
PHYGONAP_018189	281	932	NA
PHYGONAP_018190	630	281	NA
PHYGONAP_018191	60	630	NA
PHYGONAP_018192	961	60	NA
PHYGONAP_018193	300	961	NA
PHYGONAP_018194	81	300	NA
PHYGONAP_018195	148	81	NA
PHYGONAP_018196	170	148	NA
PHYGONAP_018197	721	170	NA
PHYGONAP_018198	1876	721	NA
PHYGONAP_018199	674	1876	NA
PHYGONAP_018200	138	674	NA
PHYGONAP_018201	78	138	NA
PHYGONAP_018202	NA	78	NA
PHYGONAP_018357	132	NA	NA
PHYGONAP_018358	1492	132	NA
PHYGONAP_018359	1469	1492	NA
PHYGONAP_018360	311	1469	NA
PHYGONAP_018361	80	311	NA
PHYGONAP_018362	141	80	NA
PHYGONAP_018363	119	141	NA
PHYGONAP_018364	162	119	NA
PHYGONAP_018365	679	162	NA
PHYGONAP_018366	122	679	NA
PHYGONAP_018367	2064	122	NA
PHYGONAP_018368	2595	2064	NA
PHYGONAP_018369	16	2595	NA
PHYGONAP_018370	318	16	NA
PHYGONAP_018371	155	318	NA
PHYGONAP_018372	136	155	NA
PHYGONAP_018373	238	136	NA
PHYGONAP_018374	10	238	NA
PHYGONAP_018375	190	10	NA
PHYGONAP_018376	5296	190	NA
PHYGONAP_018377	NA	5296	NA
PHYGONAP_018531	117	NA	NA
PHYGONAP_018532	445	117	NA
PHYGONAP_018533	102	445	NA
PHYGONAP_018534	158	102	NA
PHYGONAP_018535	896	158	NA
PHYGONAP_018536	665	896	NA
PHYGONAP_018537	142	665	NA
PHYGONAP_018538	779	142	NA
PHYGONAP_018539	1202	779	NA
PHYGONAP_018540	141	1202	NA
PHYGONAP_018541	199	141	NA
PHYGONAP_018542	280	199	NA
PHYGONAP_018543	NA	280	NA
PHYGONAP_018710	557	NA	NA
