#ID	Whisson2007
PHYSUEDO_000275-T1	neither
PHYSUEDO_000276-T1	neither
PHYSUEDO_000277-T1	neither
PHYSUEDO_000278-T1	neither
PHYSUEDO_000279-T1	neither
PHYSUEDO_000280-T1	neither
PHYSUEDO_000281-T1	neither
PHYSUEDO_000282-T1	neither
PHYSUEDO_000283-T1	neither
PHYSUEDO_000284-T1	neither
PHYSUEDO_000285-T1	neither
PHYSUEDO_000286-T1	neither
PHYSUEDO_000287-T1	neither
PHYSUEDO_000288-T1	neither
PHYSUEDO_000289-T1	neither
PHYSUEDO_000290-T1	neither
PHYSUEDO_000291-T1	neither
PHYSUEDO_000292-T1	neither
PHYSUEDO_000293-T1	neither
PHYSUEDO_000294-T1	neither
PHYSUEDO_000295-T1	neither
PHYSUEDO_000296-T1	neither
PHYSUEDO_000297-T1	neither
PHYSUEDO_000298-T1	neither
PHYSUEDO_000299-T1	neither
PHYSUEDO_000300-T1	neither
PHYSUEDO_000301-T1	neither
PHYSUEDO_000302-T1	neither
PHYSUEDO_000303-T1	neither
PHYSUEDO_000304-T1	neither
PHYSUEDO_000305-T1	neither
PHYSUEDO_000306-T1	neither
PHYSUEDO_000307-T1	neither
PHYSUEDO_000308-T1	neither
PHYSUEDO_000309-T1	neither
PHYSUEDO_000310-T1	neither
PHYSUEDO_000311-T1	neither
PHYSUEDO_000312-T1	neither
PHYSUEDO_000313-T1	neither
PHYSUEDO_000314-T1	neither
PHYSUEDO_000315-T1	neither
PHYSUEDO_000316-T1	neither
PHYSUEDO_000317-T1	neither
PHYSUEDO_000318-T1	neither
PHYSUEDO_000319-T1	neither
PHYSUEDO_000320-T1	neither
PHYSUEDO_000321-T1	neither
PHYSUEDO_000322-T1	neither
PHYSUEDO_000323-T1	neither
PHYSUEDO_000324-T1	neither
PHYSUEDO_000325-T1	neither
PHYSUEDO_000326-T1	neither
PHYSUEDO_000327-T1	neither
PHYSUEDO_000328-T1	neither
PHYSUEDO_000329-T1	neither
PHYSUEDO_000330-T1	neither
PHYSUEDO_000331-T1	neither
PHYSUEDO_000332-T1	neither
PHYSUEDO_000333-T1	neither
PHYSUEDO_000334-T1	neither
PHYSUEDO_000335-T1	neither
PHYSUEDO_000336-T1	neither
PHYSUEDO_000337-T1	neither
PHYSUEDO_000338-T1	neither
PHYSUEDO_000339-T1	neither
PHYSUEDO_000340-T1	neither
PHYSUEDO_000341-T1	neither
PHYSUEDO_000342-T1	neither
PHYSUEDO_000343-T1	neither
PHYSUEDO_000344-T1	neither
PHYSUEDO_000345-T1	neither
PHYSUEDO_000346-T1	neither
PHYSUEDO_000347-T1	neither
PHYSUEDO_000348-T1	neither
PHYSUEDO_000349-T1	neither
PHYSUEDO_000350-T1	neither
PHYSUEDO_000351-T1	neither
PHYSUEDO_000352-T1	neither
PHYSUEDO_000353-T1	neither
PHYSUEDO_000354-T1	neither
PHYSUEDO_000355-T1	neither
PHYSUEDO_000356-T1	neither
PHYSUEDO_000357-T1	neither
PHYSUEDO_000358-T1	neither
PHYSUEDO_000359-T1	neither
PHYSUEDO_000360-T1	neither
PHYSUEDO_000361-T1	neither
PHYSUEDO_000362-T1	neither
PHYSUEDO_000363-T1	neither
PHYSUEDO_000364-T1	neither
PHYSUEDO_000365-T1	neither
PHYSUEDO_000366-T1	neither
PHYSUEDO_000367-T1	neither
PHYSUEDO_000368-T1	neither
PHYSUEDO_000369-T1	neither
PHYSUEDO_000370-T1	neither
PHYSUEDO_000371-T1	neither
PHYSUEDO_000372-T1	neither
PHYSUEDO_000373-T1	neither
PHYSUEDO_000374-T1	neither
PHYSUEDO_000375-T1	neither
PHYSUEDO_000376-T1	neither
PHYSUEDO_000377-T1	neither
PHYSUEDO_000378-T1	neither
PHYSUEDO_000379-T1	neither
PHYSUEDO_000380-T1	neither
PHYSUEDO_000381-T1	neither
PHYSUEDO_000382-T1	neither
PHYSUEDO_000383-T1	neither
PHYSUEDO_000384-T1	neither
PHYSUEDO_000385-T1	neither
PHYSUEDO_000386-T1	neither
PHYSUEDO_000387-T1	neither
PHYSUEDO_000388-T1	neither
PHYSUEDO_000389-T1	neither
PHYSUEDO_000390-T1	neither
PHYSUEDO_000391-T1	neither
PHYSUEDO_000392-T1	neither
PHYSUEDO_000393-T1	neither
PHYSUEDO_000394-T1	neither
PHYSUEDO_000395-T1	neither
PHYSUEDO_000396-T1	neither
PHYSUEDO_000397-T1	neither
PHYSUEDO_000398-T1	neither
PHYSUEDO_000399-T1	neither
PHYSUEDO_000400-T1	neither
PHYSUEDO_000401-T1	neither
PHYSUEDO_000402-T1	neither
PHYSUEDO_000403-T1	neither
PHYSUEDO_000404-T1	neither
PHYSUEDO_000405-T1	neither
PHYSUEDO_000406-T1	neither
PHYSUEDO_000407-T1	neither
PHYSUEDO_000409-T1	neither
PHYSUEDO_000410-T1	neither
PHYSUEDO_000411-T1	neither
PHYSUEDO_000412-T1	neither
PHYSUEDO_000413-T1	neither
PHYSUEDO_000414-T1	neither
PHYSUEDO_000415-T1	neither
PHYSUEDO_000416-T1	neither
PHYSUEDO_000417-T1	neither
PHYSUEDO_000418-T1	neither
PHYSUEDO_000419-T1	neither
PHYSUEDO_000420-T1	neither
PHYSUEDO_000421-T1	neither
PHYSUEDO_000422-T1	neither
PHYSUEDO_000423-T1	neither
PHYSUEDO_000424-T1	neither
PHYSUEDO_000425-T1	neither
PHYSUEDO_000426-T1	neither
PHYSUEDO_000427-T1	neither
PHYSUEDO_000428-T1	neither
PHYSUEDO_000429-T1	neither
PHYSUEDO_000430-T1	neither
PHYSUEDO_000431-T1	neither
PHYSUEDO_000432-T1	neither
PHYSUEDO_000433-T1	neither
PHYSUEDO_000434-T1	neither
PHYSUEDO_000435-T1	neither
PHYSUEDO_000436-T1	neither
PHYSUEDO_000437-T1	neither
PHYSUEDO_000438-T1	neither
PHYSUEDO_000439-T1	neither
PHYSUEDO_000440-T1	neither
PHYSUEDO_000441-T1	neither
PHYSUEDO_000442-T1	neither
PHYSUEDO_000443-T1	neither
PHYSUEDO_000444-T1	neither
PHYSUEDO_000445-T1	neither
PHYSUEDO_000446-T1	neither
PHYSUEDO_000447-T1	neither
PHYSUEDO_000448-T1	neither
PHYSUEDO_000449-T1	neither
PHYSUEDO_000450-T1	neither
PHYSUEDO_000451-T1	neither
PHYSUEDO_000452-T1	neither
PHYSUEDO_000453-T1	neither
PHYSUEDO_000454-T1	neither
PHYSUEDO_000455-T1	neither
PHYSUEDO_000456-T1	neither
PHYSUEDO_000457-T1	neither
PHYSUEDO_000458-T1	neither
PHYSUEDO_000459-T1	neither
PHYSUEDO_000460-T1	neither
PHYSUEDO_000461-T1	neither
PHYSUEDO_000462-T1	neither
PHYSUEDO_000463-T1	neither
PHYSUEDO_000464-T1	neither
PHYSUEDO_000465-T1	neither
PHYSUEDO_000466-T1	neither
PHYSUEDO_000467-T1	neither
PHYSUEDO_000468-T1	neither
PHYSUEDO_000469-T1	neither
PHYSUEDO_000470-T1	neither
PHYSUEDO_000471-T1	neither
PHYSUEDO_000472-T1	neither
PHYSUEDO_000473-T1	neither
PHYSUEDO_000474-T1	neither
PHYSUEDO_000475-T1	neither
PHYSUEDO_000476-T1	neither
PHYSUEDO_000477-T1	neither
PHYSUEDO_000478-T1	neither
PHYSUEDO_000479-T1	neither
PHYSUEDO_000480-T1	neither
PHYSUEDO_000481-T1	neither
PHYSUEDO_000482-T1	neither
PHYSUEDO_000483-T1	neither
PHYSUEDO_000484-T1	neither
PHYSUEDO_000485-T1	neither
PHYSUEDO_000486-T1	neither
PHYSUEDO_000487-T1	neither
PHYSUEDO_000488-T1	neither
PHYSUEDO_000489-T1	neither
PHYSUEDO_000490-T1	neither
PHYSUEDO_000491-T1	neither
PHYSUEDO_000492-T1	neither
PHYSUEDO_000493-T1	neither
PHYSUEDO_000494-T1	Y
PHYSUEDO_000495-T1	neither
PHYSUEDO_000496-T1	neither
PHYSUEDO_000497-T1	neither
PHYSUEDO_000498-T1	neither
PHYSUEDO_000499-T1	neither
PHYSUEDO_000500-T1	neither
PHYSUEDO_000501-T1	neither
PHYSUEDO_000502-T1	neither
PHYSUEDO_000503-T1	neither
PHYSUEDO_000504-T1	neither
PHYSUEDO_000505-T1	neither
PHYSUEDO_000506-T1	neither
PHYSUEDO_000507-T1	neither
PHYSUEDO_000508-T1	neither
PHYSUEDO_000509-T1	neither
PHYSUEDO_000510-T1	neither
PHYSUEDO_000511-T1	neither
PHYSUEDO_000512-T1	neither
PHYSUEDO_000513-T1	neither
PHYSUEDO_000514-T1	neither
PHYSUEDO_000515-T1	neither
PHYSUEDO_000516-T1	neither
PHYSUEDO_000517-T1	neither
PHYSUEDO_000518-T1	neither
PHYSUEDO_000519-T1	neither
PHYSUEDO_000520-T1	neither
PHYSUEDO_000521-T1	neither
PHYSUEDO_000522-T1	neither
PHYSUEDO_000523-T1	neither
PHYSUEDO_000524-T1	neither
PHYSUEDO_000525-T1	neither
PHYSUEDO_000526-T1	neither
PHYSUEDO_000527-T1	neither
PHYSUEDO_000528-T1	neither
PHYSUEDO_000529-T1	neither
PHYSUEDO_000530-T1	neither
PHYSUEDO_000531-T1	neither
PHYSUEDO_000532-T1	neither
PHYSUEDO_000533-T1	neither
PHYSUEDO_000534-T1	neither
PHYSUEDO_000535-T1	neither
PHYSUEDO_000536-T1	neither
PHYSUEDO_000537-T1	neither
PHYSUEDO_000538-T1	neither
PHYSUEDO_000539-T1	neither
PHYSUEDO_000540-T1	neither
PHYSUEDO_000541-T1	neither
PHYSUEDO_000542-T1	neither
PHYSUEDO_000543-T1	neither
PHYSUEDO_000544-T1	neither
PHYSUEDO_000545-T1	neither
PHYSUEDO_000546-T1	neither
PHYSUEDO_000547-T1	neither
PHYSUEDO_000548-T1	neither
PHYSUEDO_000549-T1	neither
PHYSUEDO_000550-T1	neither
PHYSUEDO_000551-T1	neither
PHYSUEDO_000552-T1	neither
PHYSUEDO_000553-T1	neither
PHYSUEDO_000554-T1	neither
PHYSUEDO_000555-T1	neither
PHYSUEDO_000556-T1	neither
PHYSUEDO_000557-T1	neither
PHYSUEDO_000558-T1	neither
PHYSUEDO_000559-T1	neither
PHYSUEDO_000560-T1	neither
PHYSUEDO_000561-T1	neither
PHYSUEDO_000562-T1	neither
PHYSUEDO_000563-T1	neither
PHYSUEDO_000564-T1	neither
PHYSUEDO_000565-T1	neither
PHYSUEDO_000566-T1	neither
PHYSUEDO_000567-T1	neither
PHYSUEDO_000568-T1	neither
PHYSUEDO_000569-T1	neither
PHYSUEDO_000570-T1	neither
PHYSUEDO_000571-T1	neither
PHYSUEDO_000572-T1	neither
PHYSUEDO_000573-T1	neither
PHYSUEDO_000574-T1	neither
PHYSUEDO_000575-T1	neither
PHYSUEDO_000576-T1	neither
PHYSUEDO_000577-T1	neither
PHYSUEDO_000578-T1	neither
PHYSUEDO_000579-T1	neither
PHYSUEDO_000580-T1	neither
PHYSUEDO_000581-T1	neither
PHYSUEDO_000582-T1	neither
PHYSUEDO_000583-T1	neither
PHYSUEDO_000584-T1	neither
PHYSUEDO_000585-T1	hmm
PHYSUEDO_000586-T1	neither
PHYSUEDO_000587-T1	neither
PHYSUEDO_000588-T1	neither
PHYSUEDO_000589-T1	neither
PHYSUEDO_000590-T1	neither
PHYSUEDO_000591-T1	neither
PHYSUEDO_000592-T1	neither
PHYSUEDO_000593-T1	neither
PHYSUEDO_000594-T1	neither
PHYSUEDO_000595-T1	neither
PHYSUEDO_000596-T1	neither
PHYSUEDO_000597-T1	neither
PHYSUEDO_000598-T1	neither
PHYSUEDO_000599-T1	neither
PHYSUEDO_000600-T1	neither
PHYSUEDO_000601-T1	neither
PHYSUEDO_000602-T1	neither
PHYSUEDO_000603-T1	neither
PHYSUEDO_000604-T1	neither
PHYSUEDO_000605-T1	neither
PHYSUEDO_000606-T1	neither
PHYSUEDO_000607-T1	neither
PHYSUEDO_000608-T1	neither
PHYSUEDO_000609-T1	neither
PHYSUEDO_000610-T1	neither
PHYSUEDO_000611-T1	neither
PHYSUEDO_000612-T1	neither
PHYSUEDO_000613-T1	neither
PHYSUEDO_000614-T1	neither
PHYSUEDO_000615-T1	neither
PHYSUEDO_000616-T1	neither
PHYSUEDO_000617-T1	neither
PHYSUEDO_000618-T1	neither
PHYSUEDO_000619-T1	neither
PHYSUEDO_000620-T1	neither
PHYSUEDO_000621-T1	neither
PHYSUEDO_000622-T1	neither
PHYSUEDO_000623-T1	neither
PHYSUEDO_000624-T1	neither
PHYSUEDO_000625-T1	neither
PHYSUEDO_000626-T1	neither
PHYSUEDO_000627-T1	hmm
PHYSUEDO_000628-T1	neither
PHYSUEDO_000629-T1	neither
PHYSUEDO_000630-T1	neither
PHYSUEDO_000631-T1	neither
PHYSUEDO_000632-T1	neither
PHYSUEDO_000633-T1	neither
PHYSUEDO_000634-T1	neither
PHYSUEDO_000635-T1	neither
PHYSUEDO_000636-T1	neither
PHYSUEDO_000637-T1	neither
PHYSUEDO_000638-T1	neither
PHYSUEDO_000639-T1	neither
PHYSUEDO_000640-T1	neither
PHYSUEDO_000641-T1	neither
PHYSUEDO_000642-T1	neither
PHYSUEDO_000643-T1	neither
PHYSUEDO_000644-T1	neither
PHYSUEDO_000645-T1	neither
PHYSUEDO_000646-T1	neither
PHYSUEDO_000647-T1	neither
PHYSUEDO_000648-T1	neither
PHYSUEDO_000649-T1	neither
PHYSUEDO_000650-T1	neither
PHYSUEDO_000651-T1	neither
PHYSUEDO_000652-T1	neither
PHYSUEDO_000653-T1	neither
PHYSUEDO_000654-T1	neither
PHYSUEDO_000655-T1	neither
PHYSUEDO_000656-T1	neither
PHYSUEDO_000657-T1	neither
PHYSUEDO_000658-T1	neither
PHYSUEDO_000659-T1	neither
PHYSUEDO_000660-T1	neither
PHYSUEDO_000661-T1	neither
PHYSUEDO_000662-T1	neither
PHYSUEDO_000663-T1	neither
PHYSUEDO_000664-T1	neither
PHYSUEDO_000665-T1	neither
PHYSUEDO_000666-T1	neither
PHYSUEDO_000667-T1	neither
PHYSUEDO_000668-T1	neither
PHYSUEDO_000669-T1	neither
PHYSUEDO_000670-T1	neither
PHYSUEDO_000671-T1	neither
PHYSUEDO_000672-T1	neither
PHYSUEDO_000673-T1	neither
PHYSUEDO_000674-T1	neither
PHYSUEDO_000675-T1	neither
PHYSUEDO_000676-T1	neither
PHYSUEDO_000677-T1	neither
PHYSUEDO_000678-T1	neither
PHYSUEDO_000679-T1	neither
PHYSUEDO_000680-T1	neither
PHYSUEDO_000681-T1	neither
PHYSUEDO_000682-T1	neither
PHYSUEDO_000683-T1	neither
PHYSUEDO_000684-T1	neither
PHYSUEDO_000685-T1	neither
PHYSUEDO_000686-T1	neither
PHYSUEDO_000687-T1	neither
PHYSUEDO_000688-T1	neither
PHYSUEDO_000689-T1	neither
PHYSUEDO_000690-T1	neither
PHYSUEDO_000691-T1	neither
PHYSUEDO_000692-T1	neither
PHYSUEDO_000693-T1	neither
PHYSUEDO_000694-T1	neither
PHYSUEDO_000695-T1	neither
PHYSUEDO_000696-T1	neither
PHYSUEDO_000697-T1	neither
PHYSUEDO_000698-T1	neither
PHYSUEDO_000699-T1	neither
PHYSUEDO_000700-T1	neither
PHYSUEDO_000701-T1	neither
PHYSUEDO_000702-T1	neither
PHYSUEDO_000703-T1	neither
PHYSUEDO_000704-T1	neither
PHYSUEDO_000705-T1	neither
PHYSUEDO_000706-T1	neither
PHYSUEDO_000707-T1	neither
PHYSUEDO_000708-T1	neither
PHYSUEDO_000709-T1	neither
PHYSUEDO_000710-T1	neither
PHYSUEDO_000711-T1	neither
PHYSUEDO_000712-T1	neither
PHYSUEDO_000713-T1	neither
PHYSUEDO_000714-T1	neither
PHYSUEDO_000715-T1	neither
PHYSUEDO_000716-T1	neither
PHYSUEDO_000717-T1	neither
PHYSUEDO_000718-T1	neither
PHYSUEDO_000719-T1	neither
PHYSUEDO_000720-T1	neither
PHYSUEDO_000721-T1	neither
PHYSUEDO_000722-T1	neither
PHYSUEDO_000723-T1	neither
PHYSUEDO_000724-T1	neither
PHYSUEDO_000725-T1	neither
PHYSUEDO_000726-T1	neither
PHYSUEDO_000727-T1	neither
PHYSUEDO_000728-T1	neither
PHYSUEDO_000729-T1	neither
PHYSUEDO_000730-T1	neither
PHYSUEDO_000731-T1	neither
PHYSUEDO_000732-T1	neither
PHYSUEDO_000733-T1	neither
PHYSUEDO_000734-T1	neither
PHYSUEDO_000735-T1	neither
PHYSUEDO_000736-T1	neither
PHYSUEDO_000737-T1	neither
PHYSUEDO_000738-T1	neither
PHYSUEDO_000739-T1	neither
PHYSUEDO_000740-T1	neither
PHYSUEDO_000741-T1	neither
PHYSUEDO_000742-T1	neither
PHYSUEDO_000743-T1	neither
PHYSUEDO_000744-T1	neither
PHYSUEDO_000745-T1	neither
PHYSUEDO_000746-T1	neither
PHYSUEDO_000747-T1	neither
PHYSUEDO_000748-T1	neither
PHYSUEDO_000749-T1	neither
PHYSUEDO_000750-T1	neither
PHYSUEDO_000751-T1	neither
PHYSUEDO_000752-T1	neither
PHYSUEDO_000753-T1	neither
PHYSUEDO_000754-T1	neither
PHYSUEDO_000755-T1	neither
PHYSUEDO_000756-T1	neither
PHYSUEDO_000757-T1	neither
PHYSUEDO_000758-T1	neither
PHYSUEDO_000759-T1	neither
PHYSUEDO_000760-T1	hmm
PHYSUEDO_000761-T1	neither
PHYSUEDO_000762-T1	neither
PHYSUEDO_000763-T1	neither
PHYSUEDO_000764-T1	neither
PHYSUEDO_000765-T1	neither
PHYSUEDO_000766-T1	neither
PHYSUEDO_000767-T1	neither
PHYSUEDO_000768-T1	neither
PHYSUEDO_000769-T1	neither
PHYSUEDO_000770-T1	neither
PHYSUEDO_000771-T1	neither
PHYSUEDO_000772-T1	neither
PHYSUEDO_000773-T1	neither
PHYSUEDO_000774-T1	neither
PHYSUEDO_000775-T1	neither
PHYSUEDO_000776-T1	neither
PHYSUEDO_000777-T1	neither
