#ID	Bhattacharjee2006
PHYGONAP_000131-T1	N
PHYGONAP_000132-T1	N
PHYGONAP_000133-T1	N
PHYGONAP_000134-T1	N
PHYGONAP_000135-T1	N
PHYGONAP_000136-T1	N
PHYGONAP_000137-T1	N
PHYGONAP_000138-T1	N
PHYGONAP_000139-T1	N
PHYGONAP_000140-T1	N
PHYGONAP_000141-T1	N
PHYGONAP_000142-T1	N
PHYGONAP_000143-T1	N
PHYGONAP_000144-T1	N
PHYGONAP_000145-T1	N
PHYGONAP_000146-T1	N
PHYGONAP_000147-T1	N
PHYGONAP_000148-T1	N
PHYGONAP_000149-T1	N
PHYGONAP_000150-T1	N
PHYGONAP_000151-T1	N
PHYGONAP_000152-T1	N
PHYGONAP_000153-T1	N
PHYGONAP_000154-T1	N
PHYGONAP_000155-T1	N
PHYGONAP_000156-T1	N
PHYGONAP_000157-T1	N
PHYGONAP_000158-T1	N
PHYGONAP_000159-T1	N
PHYGONAP_000160-T1	N
PHYGONAP_000161-T1	N
PHYGONAP_000162-T1	N
PHYGONAP_000163-T1	N
PHYGONAP_000164-T1	N
PHYGONAP_000165-T1	N
PHYGONAP_000166-T1	N
PHYGONAP_000167-T1	N
PHYGONAP_000168-T1	N
PHYGONAP_000169-T1	N
PHYGONAP_000170-T1	N
PHYGONAP_000171-T1	N
PHYGONAP_000172-T1	N
PHYGONAP_000173-T1	N
PHYGONAP_000174-T1	N
PHYGONAP_000175-T1	N
PHYGONAP_000176-T1	N
PHYGONAP_000177-T1	N
PHYGONAP_000178-T1	N
PHYGONAP_000179-T1	N
PHYGONAP_000180-T1	N
PHYGONAP_000181-T1	N
PHYGONAP_000182-T1	N
PHYGONAP_000183-T1	N
PHYGONAP_000184-T1	N
PHYGONAP_000185-T1	N
PHYGONAP_000186-T1	N
PHYGONAP_000187-T1	N
PHYGONAP_000188-T1	N
PHYGONAP_000189-T1	N
PHYGONAP_000190-T1	N
PHYGONAP_000191-T1	N
PHYGONAP_000192-T1	N
PHYGONAP_000193-T1	N
PHYGONAP_000194-T1	N
PHYGONAP_000195-T1	N
PHYGONAP_000196-T1	N
PHYGONAP_000197-T1	N
PHYGONAP_000198-T1	N
PHYGONAP_000199-T1	N
PHYGONAP_000200-T1	N
PHYGONAP_000201-T1	N
PHYGONAP_000202-T1	N
PHYGONAP_000203-T1	N
PHYGONAP_000204-T1	N
PHYGONAP_000205-T1	N
PHYGONAP_000206-T1	N
PHYGONAP_000207-T1	N
PHYGONAP_000208-T1	N
PHYGONAP_000209-T1	N
PHYGONAP_000210-T1	N
PHYGONAP_000211-T1	N
PHYGONAP_000212-T1	N
PHYGONAP_000213-T1	N
PHYGONAP_000214-T1	N
PHYGONAP_000215-T1	N
PHYGONAP_000216-T1	N
PHYGONAP_000217-T1	N
PHYGONAP_000218-T1	N
PHYGONAP_000219-T1	N
PHYGONAP_000220-T1	N
PHYGONAP_000221-T1	N
PHYGONAP_000223-T1	N
PHYGONAP_000224-T1	N
PHYGONAP_000225-T1	N
PHYGONAP_000226-T1	N
PHYGONAP_000227-T1	N
PHYGONAP_000228-T1	N
PHYGONAP_000229-T1	N
PHYGONAP_000230-T1	N
PHYGONAP_000231-T1	N
PHYGONAP_000232-T1	N
PHYGONAP_000233-T1	N
PHYGONAP_000234-T1	N
PHYGONAP_000235-T1	N
PHYGONAP_000236-T1	N
PHYGONAP_000237-T1	N
PHYGONAP_000238-T1	N
PHYGONAP_000239-T1	N
PHYGONAP_000240-T1	N
PHYGONAP_000241-T1	N
PHYGONAP_000242-T1	N
PHYGONAP_000243-T1	N
PHYGONAP_000244-T1	N
PHYGONAP_000245-T1	N
PHYGONAP_000246-T1	N
PHYGONAP_000247-T1	N
PHYGONAP_000248-T1	N
PHYGONAP_000249-T1	N
PHYGONAP_000250-T1	N
PHYGONAP_000251-T1	N
PHYGONAP_000252-T1	N
PHYGONAP_000253-T1	N
PHYGONAP_000254-T1	N
PHYGONAP_000255-T1	N
PHYGONAP_000256-T1	N
PHYGONAP_000257-T1	N
PHYGONAP_000258-T1	N
PHYGONAP_000259-T1	Y
PHYGONAP_000260-T1	N
PHYGONAP_000261-T1	N
PHYGONAP_000262-T1	N
PHYGONAP_000263-T1	N
PHYGONAP_000264-T1	N
PHYGONAP_000265-T1	N
PHYGONAP_000266-T1	N
PHYGONAP_000267-T1	N
PHYGONAP_000268-T1	N
PHYGONAP_000269-T1	N
PHYGONAP_000270-T1	N
PHYGONAP_000271-T1	N
PHYGONAP_000272-T1	N
PHYGONAP_000273-T1	N
PHYGONAP_000274-T1	N
PHYGONAP_000275-T1	N
PHYGONAP_000276-T1	N
PHYGONAP_000277-T1	N
PHYGONAP_000278-T1	N
PHYGONAP_000279-T1	N
PHYGONAP_000280-T1	N
PHYGONAP_000281-T1	N
PHYGONAP_000282-T1	N
PHYGONAP_000283-T1	N
PHYGONAP_000284-T1	N
PHYGONAP_000285-T1	N
PHYGONAP_000286-T1	N
PHYGONAP_000287-T1	N
PHYGONAP_000288-T1	N
PHYGONAP_000289-T1	N
PHYGONAP_000290-T1	N
PHYGONAP_000291-T1	N
PHYGONAP_000292-T1	N
PHYGONAP_000293-T1	N
PHYGONAP_000294-T1	N
PHYGONAP_000295-T1	N
PHYGONAP_000296-T1	N
PHYGONAP_000297-T1	N
PHYGONAP_000298-T1	N
PHYGONAP_000299-T1	N
PHYGONAP_000300-T1	N
PHYGONAP_000301-T1	N
PHYGONAP_000302-T1	N
PHYGONAP_000303-T1	N
PHYGONAP_000304-T1	N
PHYGONAP_000305-T1	N
PHYGONAP_000306-T1	N
PHYGONAP_000307-T1	N
PHYGONAP_000308-T1	N
PHYGONAP_000309-T1	N
PHYGONAP_000310-T1	N
PHYGONAP_000311-T1	N
PHYGONAP_000312-T1	N
PHYGONAP_000313-T1	N
PHYGONAP_000314-T1	N
PHYGONAP_000315-T1	N
PHYGONAP_000316-T1	N
PHYGONAP_000317-T1	N
PHYGONAP_000318-T1	N
PHYGONAP_000319-T1	N
PHYGONAP_000320-T1	N
PHYGONAP_000321-T1	N
PHYGONAP_000322-T1	N
PHYGONAP_000323-T1	N
PHYGONAP_000324-T1	N
PHYGONAP_000325-T1	N
PHYGONAP_000326-T1	N
PHYGONAP_000327-T1	N
PHYGONAP_000328-T1	N
PHYGONAP_000329-T1	N
PHYGONAP_000330-T1	N
PHYGONAP_000331-T1	N
PHYGONAP_000332-T1	N
PHYGONAP_000333-T1	N
PHYGONAP_000334-T1	N
PHYGONAP_000335-T1	N
PHYGONAP_000336-T1	N
PHYGONAP_000337-T1	N
PHYGONAP_000338-T1	N
PHYGONAP_000339-T1	N
PHYGONAP_000340-T1	N
PHYGONAP_000341-T1	N
PHYGONAP_000342-T1	N
PHYGONAP_000343-T1	N
PHYGONAP_000344-T1	N
PHYGONAP_000345-T1	N
PHYGONAP_000346-T1	N
PHYGONAP_000347-T1	N
PHYGONAP_000348-T1	N
PHYGONAP_000349-T1	N
PHYGONAP_000350-T1	N
PHYGONAP_000351-T1	N
PHYGONAP_000352-T1	Y
PHYGONAP_000353-T1	Y
PHYGONAP_000354-T1	N
PHYGONAP_000355-T1	N
PHYGONAP_000356-T1	N
PHYGONAP_000357-T1	N
PHYGONAP_000358-T1	N
PHYGONAP_000359-T1	N
PHYGONAP_000360-T1	N
PHYGONAP_000361-T1	N
PHYGONAP_000362-T1	N
PHYGONAP_000363-T1	N
PHYGONAP_000364-T1	N
PHYGONAP_000365-T1	N
PHYGONAP_000366-T1	N
PHYGONAP_000367-T1	N
PHYGONAP_000368-T1	N
PHYGONAP_000369-T1	N
PHYGONAP_000370-T1	N
PHYGONAP_000371-T1	N
PHYGONAP_000372-T1	N
PHYGONAP_000373-T1	N
PHYGONAP_000374-T1	N
PHYGONAP_000375-T1	N
PHYGONAP_000376-T1	N
PHYGONAP_000377-T1	N
PHYGONAP_000378-T1	N
PHYGONAP_000379-T1	N
PHYGONAP_000380-T1	N
PHYGONAP_000381-T1	N
PHYGONAP_000382-T1	N
PHYGONAP_000383-T1	N
PHYGONAP_000384-T1	N
PHYGONAP_000385-T1	N
PHYGONAP_000386-T1	N
PHYGONAP_000387-T1	N
PHYGONAP_000388-T1	N
PHYGONAP_000389-T1	N
PHYGONAP_000390-T1	N
PHYGONAP_000391-T1	N
PHYGONAP_000392-T1	N
PHYGONAP_000393-T1	N
PHYGONAP_000394-T1	N
PHYGONAP_000395-T1	N
PHYGONAP_000396-T1	N
PHYGONAP_000397-T1	N
PHYGONAP_000398-T1	N
PHYGONAP_000399-T1	N
PHYGONAP_000400-T1	N
PHYGONAP_000401-T1	N
PHYGONAP_000402-T1	N
PHYGONAP_000403-T1	N
PHYGONAP_000404-T1	N
PHYGONAP_000405-T1	N
PHYGONAP_000406-T1	N
PHYGONAP_000407-T1	N
PHYGONAP_000408-T1	N
PHYGONAP_000409-T1	N
PHYGONAP_000410-T1	N
PHYGONAP_000411-T1	N
PHYGONAP_000412-T1	N
PHYGONAP_000413-T1	N
PHYGONAP_000414-T1	N
PHYGONAP_000415-T1	N
PHYGONAP_000416-T1	N
PHYGONAP_000417-T1	N
PHYGONAP_000418-T1	N
PHYGONAP_000419-T1	N
PHYGONAP_000420-T1	N
PHYGONAP_000421-T1	N
PHYGONAP_000422-T1	N
PHYGONAP_000423-T1	N
PHYGONAP_000424-T1	N
PHYGONAP_000425-T1	N
PHYGONAP_000426-T1	N
PHYGONAP_000427-T1	N
PHYGONAP_000428-T1	N
PHYGONAP_000429-T1	N
PHYGONAP_000430-T1	N
PHYGONAP_000431-T1	N
PHYGONAP_000432-T1	N
PHYGONAP_000433-T1	N
PHYGONAP_000434-T1	N
PHYGONAP_000435-T1	N
PHYGONAP_000436-T1	N
PHYGONAP_000437-T1	N
PHYGONAP_000438-T1	N
PHYGONAP_000439-T1	N
PHYGONAP_000440-T1	N
PHYGONAP_000441-T1	N
PHYGONAP_000442-T1	N
PHYGONAP_000443-T1	N
PHYGONAP_000444-T1	Y
PHYGONAP_000445-T1	N
PHYGONAP_000446-T1	N
PHYGONAP_000447-T1	N
PHYGONAP_000448-T1	N
PHYGONAP_000449-T1	N
PHYGONAP_000450-T1	N
PHYGONAP_000451-T1	N
PHYGONAP_000452-T1	N
PHYGONAP_000453-T1	N
PHYGONAP_000454-T1	N
PHYGONAP_000455-T1	N
PHYGONAP_000456-T1	N
PHYGONAP_000457-T1	N
PHYGONAP_000458-T1	N
PHYGONAP_000459-T1	N
PHYGONAP_000460-T1	N
PHYGONAP_000461-T1	N
PHYGONAP_000462-T1	N
PHYGONAP_000463-T1	N
PHYGONAP_000464-T1	N
PHYGONAP_000465-T1	N
PHYGONAP_000466-T1	N
PHYGONAP_000467-T1	N
PHYGONAP_000468-T1	N
PHYGONAP_000469-T1	N
PHYGONAP_000470-T1	N
PHYGONAP_000471-T1	N
PHYGONAP_000472-T1	N
PHYGONAP_000473-T1	N
PHYGONAP_000474-T1	N
PHYGONAP_000475-T1	N
PHYGONAP_000476-T1	N
PHYGONAP_000477-T1	N
PHYGONAP_000478-T1	N
PHYGONAP_000479-T1	N
PHYGONAP_000480-T1	N
PHYGONAP_000481-T1	N
PHYGONAP_000482-T1	N
PHYGONAP_000483-T1	N
PHYGONAP_000484-T1	N
PHYGONAP_000485-T1	N
PHYGONAP_000486-T1	N
PHYGONAP_000487-T1	N
PHYGONAP_000488-T1	N
PHYGONAP_000489-T1	N
PHYGONAP_000490-T1	N
PHYGONAP_000491-T1	N
PHYGONAP_000492-T1	N
PHYGONAP_000493-T1	N
PHYGONAP_000494-T1	N
PHYGONAP_000495-T1	N
PHYGONAP_000496-T1	N
PHYGONAP_000497-T1	N
PHYGONAP_000498-T1	N
PHYGONAP_000499-T1	N
PHYGONAP_000500-T1	N
PHYGONAP_000501-T1	N
PHYGONAP_000502-T1	N
PHYGONAP_000503-T1	N
PHYGONAP_000504-T1	N
PHYGONAP_000505-T1	N
PHYGONAP_000506-T1	N
PHYGONAP_000507-T1	Y
PHYGONAP_000508-T1	N
PHYGONAP_000509-T1	N
PHYGONAP_000510-T1	N
PHYGONAP_000511-T1	N
PHYGONAP_000512-T1	N
PHYGONAP_000513-T1	N
PHYGONAP_000514-T1	N
PHYGONAP_000515-T1	N
PHYGONAP_000516-T1	N
PHYGONAP_000517-T1	N
PHYGONAP_000518-T1	N
PHYGONAP_000519-T1	N
PHYGONAP_000520-T1	N
PHYGONAP_000521-T1	N
PHYGONAP_000522-T1	N
PHYGONAP_000523-T1	N
PHYGONAP_000524-T1	N
PHYGONAP_000525-T1	N
PHYGONAP_000526-T1	N
PHYGONAP_000527-T1	N
PHYGONAP_000528-T1	N
PHYGONAP_000529-T1	N
PHYGONAP_000530-T1	N
PHYGONAP_000531-T1	N
PHYGONAP_000532-T1	N
PHYGONAP_000533-T1	N
PHYGONAP_000534-T1	N
PHYGONAP_000535-T1	N
PHYGONAP_000536-T1	N
PHYGONAP_000537-T1	N
PHYGONAP_000538-T1	N
PHYGONAP_000539-T1	N
PHYGONAP_000540-T1	N
PHYGONAP_000541-T1	N
PHYGONAP_000542-T1	N
PHYGONAP_000543-T1	N
PHYGONAP_000544-T1	N
PHYGONAP_000545-T1	N
PHYGONAP_000546-T1	N
PHYGONAP_000547-T1	N
PHYGONAP_000548-T1	N
PHYGONAP_000549-T1	N
PHYGONAP_000550-T1	N
PHYGONAP_000551-T1	N
PHYGONAP_000552-T1	N
PHYGONAP_000553-T1	N
PHYGONAP_000554-T1	N
PHYGONAP_000555-T1	N
PHYGONAP_000556-T1	N
PHYGONAP_000557-T1	N
PHYGONAP_000558-T1	N
PHYGONAP_000559-T1	N
PHYGONAP_000560-T1	N
PHYGONAP_000561-T1	N
PHYGONAP_000562-T1	N
PHYGONAP_000563-T1	N
PHYGONAP_000564-T1	N
PHYGONAP_000565-T1	N
PHYGONAP_000566-T1	N
PHYGONAP_000567-T1	N
PHYGONAP_000568-T1	N
PHYGONAP_000569-T1	N
PHYGONAP_000570-T1	N
PHYGONAP_000571-T1	N
PHYGONAP_000572-T1	N
PHYGONAP_000573-T1	N
PHYGONAP_000574-T1	N
PHYGONAP_000575-T1	N
PHYGONAP_000576-T1	N
PHYGONAP_000577-T1	N
PHYGONAP_000578-T1	N
PHYGONAP_000579-T1	N
PHYGONAP_000580-T1	N
PHYGONAP_000581-T1	N
PHYGONAP_000582-T1	N
PHYGONAP_000583-T1	N
PHYGONAP_000584-T1	N
PHYGONAP_000585-T1	N
PHYGONAP_000586-T1	N
PHYGONAP_000587-T1	N
PHYGONAP_000588-T1	N
PHYGONAP_000589-T1	N
PHYGONAP_000590-T1	N
PHYGONAP_000592-T1	N
PHYGONAP_000593-T1	N
PHYGONAP_000594-T1	N
PHYGONAP_000595-T1	N
PHYGONAP_000596-T1	N
PHYGONAP_000597-T1	N
PHYGONAP_000598-T1	N
PHYGONAP_000599-T1	N
PHYGONAP_000600-T1	N
PHYGONAP_000601-T1	N
PHYGONAP_000602-T1	N
PHYGONAP_000603-T1	N
PHYGONAP_000604-T1	N
PHYGONAP_000605-T1	N
PHYGONAP_000607-T1	N
PHYGONAP_000608-T1	N
PHYGONAP_000612-T1	N
PHYGONAP_000613-T1	N
PHYGONAP_000614-T1	N
PHYGONAP_000615-T1	N
PHYGONAP_000616-T1	N
PHYGONAP_000617-T1	N
PHYGONAP_000618-T1	N
PHYGONAP_000619-T1	N
PHYGONAP_000620-T1	N
PHYGONAP_000621-T1	N
PHYGONAP_000622-T1	N
PHYGONAP_000623-T1	N
PHYGONAP_000624-T1	N
PHYGONAP_000625-T1	N
PHYGONAP_000626-T1	N
PHYGONAP_000627-T1	N
PHYGONAP_000628-T1	N
PHYGONAP_000629-T1	N
PHYGONAP_000630-T1	N
PHYGONAP_000631-T1	N
PHYGONAP_000632-T1	N
PHYGONAP_000633-T1	N
PHYGONAP_000636-T1	N
PHYGONAP_000637-T1	N
PHYGONAP_000638-T1	N
PHYGONAP_000639-T1	N
PHYGONAP_000640-T1	N
PHYGONAP_000641-T1	N
PHYGONAP_000642-T1	N
PHYGONAP_000643-T1	N
PHYGONAP_000644-T1	N
PHYGONAP_000645-T1	N
PHYGONAP_000646-T1	N
PHYGONAP_000647-T1	N
PHYGONAP_000648-T1	N
PHYGONAP_000649-T1	N
PHYGONAP_000650-T1	N
PHYGONAP_000651-T1	N
PHYGONAP_000652-T1	N
PHYGONAP_000653-T1	N
PHYGONAP_000654-T1	N
PHYGONAP_000655-T1	N
PHYGONAP_000656-T1	N
PHYGONAP_000657-T1	N
PHYGONAP_000658-T1	N
PHYGONAP_000659-T1	N
PHYGONAP_000660-T1	N
PHYGONAP_000661-T1	N
PHYGONAP_000662-T1	N
PHYGONAP_000663-T1	N
PHYGONAP_000664-T1	N
PHYGONAP_000665-T1	N
PHYGONAP_000666-T1	N
PHYGONAP_000667-T1	N
PHYGONAP_000668-T1	N
PHYGONAP_000669-T1	N
PHYGONAP_000670-T1	N
PHYGONAP_000671-T1	N
PHYGONAP_000672-T1	N
PHYGONAP_000673-T1	N
PHYGONAP_000674-T1	N
PHYGONAP_000675-T1	N
PHYGONAP_000676-T1	N
PHYGONAP_000677-T1	N
PHYGONAP_000678-T1	N
PHYGONAP_000679-T1	N
PHYGONAP_000680-T1	N
PHYGONAP_000681-T1	N
PHYGONAP_000682-T1	N
PHYGONAP_000683-T1	N
PHYGONAP_000684-T1	N
PHYGONAP_000685-T1	N
PHYGONAP_000686-T1	N
PHYGONAP_000687-T1	N
PHYGONAP_000688-T1	N
PHYGONAP_000689-T1	N
PHYGONAP_000690-T1	N
PHYGONAP_000691-T1	N
PHYGONAP_000692-T1	N
PHYGONAP_000693-T1	N
PHYGONAP_000694-T1	N
PHYGONAP_000695-T1	N
PHYGONAP_000696-T1	N
PHYGONAP_000697-T1	N
PHYGONAP_000698-T1	N
PHYGONAP_000699-T1	N
PHYGONAP_000700-T1	N
PHYGONAP_000701-T1	N
PHYGONAP_000702-T1	N
PHYGONAP_000703-T1	N
PHYGONAP_000704-T1	N
PHYGONAP_000705-T1	N
PHYGONAP_000706-T1	N
PHYGONAP_000707-T1	N
PHYGONAP_000708-T1	N
PHYGONAP_000709-T1	N
PHYGONAP_000710-T1	N
PHYGONAP_000711-T1	N
PHYGONAP_000712-T1	N
PHYGONAP_000713-T1	N
PHYGONAP_000714-T1	N
PHYGONAP_000715-T1	N
PHYGONAP_000716-T1	N
PHYGONAP_000717-T1	N
PHYGONAP_000718-T1	N
PHYGONAP_000719-T1	N
PHYGONAP_000720-T1	N
PHYGONAP_000721-T1	N
PHYGONAP_000722-T1	N
PHYGONAP_000723-T1	N
PHYGONAP_000724-T1	N
PHYGONAP_000725-T1	N
PHYGONAP_000726-T1	N
PHYGONAP_000727-T1	N
PHYGONAP_000728-T1	N
PHYGONAP_000729-T1	N
PHYGONAP_000730-T1	N
PHYGONAP_000731-T1	N
PHYGONAP_000732-T1	N
PHYGONAP_000733-T1	N
PHYGONAP_000734-T1	N
PHYGONAP_000735-T1	N
PHYGONAP_000736-T1	N
PHYGONAP_000737-T1	N
PHYGONAP_000738-T1	N
PHYGONAP_000739-T1	N
PHYGONAP_000740-T1	N
PHYGONAP_000741-T1	N
PHYGONAP_000742-T1	N
PHYGONAP_000743-T1	N
PHYGONAP_000744-T1	N
PHYGONAP_000745-T1	N
PHYGONAP_000746-T1	N
PHYGONAP_000747-T1	N
PHYGONAP_000748-T1	N
PHYGONAP_000749-T1	N
PHYGONAP_000750-T1	N
PHYGONAP_000751-T1	N
PHYGONAP_000752-T1	N
PHYGONAP_000753-T1	N
PHYGONAP_000754-T1	N
PHYGONAP_000755-T1	N
PHYGONAP_000756-T1	N
PHYGONAP_000757-T1	N
PHYGONAP_000758-T1	N
PHYGONAP_000759-T1	N
PHYGONAP_000760-T1	N
PHYGONAP_000761-T1	Y
PHYGONAP_000762-T1	N
PHYGONAP_000763-T1	N
PHYGONAP_000764-T1	N
PHYGONAP_000765-T1	N
PHYGONAP_000766-T1	N
PHYGONAP_000767-T1	N
PHYGONAP_000768-T1	N
PHYGONAP_000769-T1	N
PHYGONAP_000770-T1	N
PHYGONAP_000771-T1	N
PHYGONAP_000772-T1	N
PHYGONAP_000773-T1	N
PHYGONAP_000774-T1	N
PHYGONAP_000775-T1	N
PHYGONAP_000776-T1	N
PHYGONAP_000777-T1	N
PHYGONAP_000778-T1	N
PHYGONAP_000779-T1	N
PHYGONAP_000780-T1	N
PHYGONAP_000781-T1	N
PHYGONAP_000782-T1	N
PHYGONAP_000783-T1	N
PHYGONAP_000784-T1	N
PHYGONAP_000785-T1	N
PHYGONAP_000786-T1	N
PHYGONAP_000787-T1	N
PHYGONAP_000788-T1	N
PHYGONAP_000789-T1	N
PHYGONAP_000790-T1	N
PHYGONAP_000791-T1	N
PHYGONAP_000792-T1	N
PHYGONAP_000793-T1	N
PHYGONAP_000794-T1	N
PHYGONAP_000795-T1	N
PHYGONAP_000796-T1	N
PHYGONAP_000797-T1	N
PHYGONAP_000798-T1	N
PHYGONAP_000799-T1	N
PHYGONAP_000800-T1	N
PHYGONAP_000801-T1	N
PHYGONAP_000802-T1	N
PHYGONAP_000803-T1	N
PHYGONAP_000804-T1	N
PHYGONAP_000805-T1	N
PHYGONAP_000806-T1	N
PHYGONAP_000807-T1	N
PHYGONAP_000808-T1	N
PHYGONAP_000809-T1	N
PHYGONAP_000810-T1	N
PHYGONAP_000811-T1	N
PHYGONAP_000812-T1	N
PHYGONAP_000813-T1	N
PHYGONAP_000814-T1	N
PHYGONAP_000815-T1	N
PHYGONAP_000816-T1	N
PHYGONAP_000817-T1	N
PHYGONAP_000818-T1	N
PHYGONAP_000819-T1	N
PHYGONAP_000820-T1	N
PHYGONAP_000821-T1	N
PHYGONAP_000822-T1	N
PHYGONAP_000823-T1	N
PHYGONAP_000824-T1	N
PHYGONAP_000825-T1	N
PHYGONAP_000826-T1	N
PHYGONAP_000827-T1	N
PHYGONAP_000828-T1	N
PHYGONAP_000829-T1	N
PHYGONAP_000830-T1	N
PHYGONAP_000831-T1	N
PHYGONAP_000832-T1	N
PHYGONAP_000833-T1	N
PHYGONAP_000834-T1	N
PHYGONAP_000835-T1	N
PHYGONAP_000836-T1	N
PHYGONAP_000837-T1	N
PHYGONAP_000838-T1	N
PHYGONAP_000839-T1	N
PHYGONAP_000840-T1	N
PHYGONAP_000841-T1	N
PHYGONAP_000842-T1	N
PHYGONAP_000843-T1	N
PHYGONAP_000844-T1	N
PHYGONAP_000845-T1	N
PHYGONAP_000846-T1	N
PHYGONAP_000847-T1	N
PHYGONAP_000848-T1	N
PHYGONAP_000849-T1	N
PHYGONAP_000850-T1	N
PHYGONAP_000851-T1	N
PHYGONAP_000852-T1	N
PHYGONAP_000853-T1	N
PHYGONAP_000854-T1	N
PHYGONAP_000855-T1	N
PHYGONAP_000856-T1	N
PHYGONAP_000857-T1	N
PHYGONAP_000858-T1	N
PHYGONAP_000859-T1	N
PHYGONAP_000860-T1	N
PHYGONAP_000861-T1	N
PHYGONAP_000862-T1	N
PHYGONAP_000863-T1	N
PHYGONAP_000864-T1	N
PHYGONAP_000865-T1	N
PHYGONAP_000866-T1	N
PHYGONAP_000867-T1	N
PHYGONAP_000868-T1	N
PHYGONAP_000869-T1	N
PHYGONAP_000870-T1	N
PHYGONAP_000871-T1	N
PHYGONAP_000872-T1	N
PHYGONAP_000873-T1	N
PHYGONAP_000874-T1	N
PHYGONAP_000875-T1	N
PHYGONAP_000876-T1	N
PHYGONAP_000877-T1	N
PHYGONAP_000878-T1	N
PHYGONAP_000879-T1	N
PHYGONAP_000880-T1	N
