#ID	Bhattacharjee2006
PHYALNI_000296-T1	N
PHYALNI_000297-T1	N
PHYALNI_000298-T1	N
PHYALNI_000299-T1	N
PHYALNI_000300-T1	N
PHYALNI_000301-T1	Y
PHYALNI_000302-T1	N
PHYALNI_000303-T1	N
PHYALNI_000304-T1	N
PHYALNI_000305-T1	N
PHYALNI_000306-T1	N
PHYALNI_000307-T1	N
PHYALNI_000308-T1	N
PHYALNI_000309-T1	N
PHYALNI_000310-T1	N
PHYALNI_000311-T1	N
PHYALNI_000312-T1	N
PHYALNI_000313-T1	N
PHYALNI_000314-T1	N
PHYALNI_000315-T1	N
PHYALNI_000316-T1	N
PHYALNI_000317-T1	N
PHYALNI_000318-T1	N
PHYALNI_000319-T1	N
PHYALNI_000320-T1	N
PHYALNI_000321-T1	N
PHYALNI_000322-T1	N
PHYALNI_000323-T1	N
PHYALNI_000324-T1	N
PHYALNI_000325-T1	N
PHYALNI_000326-T1	N
PHYALNI_000327-T1	N
PHYALNI_000328-T1	N
PHYALNI_000329-T1	N
PHYALNI_000330-T1	N
PHYALNI_000331-T1	N
PHYALNI_000332-T1	N
PHYALNI_000333-T1	N
PHYALNI_000334-T1	N
PHYALNI_000335-T1	N
PHYALNI_000336-T1	N
PHYALNI_000337-T1	N
PHYALNI_000338-T1	Y
PHYALNI_000339-T1	Y
PHYALNI_000340-T1	N
PHYALNI_000341-T1	N
PHYALNI_000342-T1	N
PHYALNI_000343-T1	N
PHYALNI_000344-T1	N
PHYALNI_000346-T1	N
PHYALNI_000347-T1	Y
PHYALNI_000348-T1	N
PHYALNI_000349-T1	N
PHYALNI_000350-T1	N
PHYALNI_000351-T1	N
PHYALNI_000352-T1	N
PHYALNI_000353-T1	N
PHYALNI_000354-T1	N
PHYALNI_000355-T1	N
PHYALNI_000356-T1	N
PHYALNI_000357-T1	N
PHYALNI_000358-T1	N
PHYALNI_000359-T1	N
PHYALNI_000360-T1	N
PHYALNI_000361-T1	N
PHYALNI_000362-T1	Y
PHYALNI_000363-T1	Y
PHYALNI_000364-T1	N
PHYALNI_000365-T1	N
PHYALNI_000366-T1	Y
PHYALNI_000367-T1	N
PHYALNI_000368-T1	N
PHYALNI_000369-T1	N
PHYALNI_000370-T1	N
PHYALNI_000371-T1	N
PHYALNI_000372-T1	Y
PHYALNI_000373-T1	N
PHYALNI_000374-T1	Y
PHYALNI_000375-T1	N
PHYALNI_000376-T1	N
PHYALNI_000377-T1	N
PHYALNI_000378-T1	Y
PHYALNI_000379-T1	N
PHYALNI_000380-T1	N
PHYALNI_000381-T1	N
PHYALNI_000382-T1	N
PHYALNI_000383-T1	N
PHYALNI_000384-T1	N
PHYALNI_000385-T1	N
PHYALNI_000386-T1	N
PHYALNI_000387-T1	N
PHYALNI_000388-T1	N
PHYALNI_000389-T1	Y
PHYALNI_000390-T1	N
PHYALNI_000391-T1	N
PHYALNI_000392-T1	N
PHYALNI_000393-T1	N
PHYALNI_000394-T1	N
PHYALNI_000395-T1	N
PHYALNI_000396-T1	N
PHYALNI_000397-T1	N
PHYALNI_000398-T1	N
PHYALNI_000399-T1	N
PHYALNI_000400-T1	N
PHYALNI_000401-T1	N
PHYALNI_000402-T1	N
PHYALNI_000403-T1	N
PHYALNI_000404-T1	N
PHYALNI_000405-T1	N
PHYALNI_000406-T1	N
PHYALNI_000407-T1	N
PHYALNI_000408-T1	N
PHYALNI_000409-T1	N
PHYALNI_000410-T1	N
PHYALNI_000411-T1	N
PHYALNI_000412-T1	N
PHYALNI_000413-T1	N
PHYALNI_000414-T1	N
PHYALNI_000415-T1	N
PHYALNI_000416-T1	N
PHYALNI_000417-T1	N
PHYALNI_000418-T1	N
PHYALNI_000419-T1	N
PHYALNI_000420-T1	N
PHYALNI_000421-T1	N
PHYALNI_000422-T1	N
PHYALNI_000423-T1	N
PHYALNI_000424-T1	N
PHYALNI_000425-T1	N
PHYALNI_000426-T1	N
PHYALNI_000427-T1	N
PHYALNI_000428-T1	N
PHYALNI_000429-T1	N
PHYALNI_000430-T1	N
PHYALNI_000431-T1	N
PHYALNI_000432-T1	N
PHYALNI_000433-T1	N
PHYALNI_000434-T1	N
PHYALNI_000435-T1	N
PHYALNI_000436-T1	N
PHYALNI_000437-T1	N
PHYALNI_000438-T1	N
PHYALNI_000439-T1	N
PHYALNI_000440-T1	N
PHYALNI_000441-T1	N
PHYALNI_000442-T1	N
PHYALNI_000443-T1	N
PHYALNI_000444-T1	N
PHYALNI_000445-T1	N
PHYALNI_000446-T1	N
PHYALNI_000447-T1	N
PHYALNI_000448-T1	N
PHYALNI_000449-T1	Y
PHYALNI_000450-T1	Y
PHYALNI_000451-T1	N
PHYALNI_000452-T1	N
PHYALNI_000453-T1	N
PHYALNI_000454-T1	N
PHYALNI_000455-T1	N
PHYALNI_000456-T1	N
PHYALNI_000457-T1	N
PHYALNI_000458-T1	N
PHYALNI_000459-T1	N
PHYALNI_000460-T1	N
PHYALNI_000461-T1	N
PHYALNI_000462-T1	N
PHYALNI_000463-T1	N
PHYALNI_000464-T1	N
PHYALNI_000465-T1	N
PHYALNI_000466-T1	N
PHYALNI_000467-T1	N
PHYALNI_000468-T1	N
PHYALNI_000469-T1	N
PHYALNI_000470-T1	N
PHYALNI_000471-T1	N
PHYALNI_000472-T1	N
PHYALNI_000473-T1	N
PHYALNI_000474-T1	N
PHYALNI_000475-T1	N
PHYALNI_000476-T1	N
PHYALNI_000477-T1	N
PHYALNI_000478-T1	N
PHYALNI_000479-T1	N
PHYALNI_000480-T1	N
PHYALNI_000481-T1	N
PHYALNI_000482-T1	N
PHYALNI_000483-T1	N
PHYALNI_000484-T1	N
PHYALNI_000485-T1	N
PHYALNI_000486-T1	N
PHYALNI_000487-T1	N
PHYALNI_000488-T1	N
PHYALNI_000490-T1	N
PHYALNI_000491-T1	N
PHYALNI_000492-T1	N
PHYALNI_000493-T1	N
PHYALNI_000494-T1	N
PHYALNI_000495-T1	N
PHYALNI_000496-T1	N
PHYALNI_000497-T1	N
PHYALNI_000498-T1	N
PHYALNI_000499-T1	N
PHYALNI_000500-T1	N
PHYALNI_000501-T1	N
PHYALNI_000502-T1	N
PHYALNI_000503-T1	N
PHYALNI_000504-T1	N
PHYALNI_000505-T1	N
PHYALNI_000506-T1	N
PHYALNI_000507-T1	N
PHYALNI_000508-T1	N
PHYALNI_000509-T1	N
PHYALNI_000510-T1	N
PHYALNI_000511-T1	N
PHYALNI_000512-T1	N
PHYALNI_000513-T1	N
PHYALNI_000514-T1	N
PHYALNI_000515-T1	N
PHYALNI_000516-T1	N
PHYALNI_000517-T1	N
PHYALNI_000518-T1	N
PHYALNI_000519-T1	N
PHYALNI_000520-T1	N
PHYALNI_000521-T1	N
PHYALNI_000522-T1	Y
PHYALNI_000523-T1	N
PHYALNI_000524-T1	N
PHYALNI_000525-T1	N
PHYALNI_000526-T1	N
PHYALNI_000527-T1	N
PHYALNI_000528-T1	N
PHYALNI_000529-T1	N
PHYALNI_000530-T1	N
PHYALNI_000531-T1	N
PHYALNI_000532-T1	N
PHYALNI_000533-T1	N
PHYALNI_000534-T1	N
PHYALNI_000535-T1	N
PHYALNI_000536-T1	N
PHYALNI_000537-T1	N
PHYALNI_000538-T1	N
PHYALNI_000539-T1	N
PHYALNI_000540-T1	N
PHYALNI_000541-T1	N
PHYALNI_000542-T1	N
PHYALNI_000543-T1	N
PHYALNI_000544-T1	N
PHYALNI_000545-T1	N
PHYALNI_000546-T1	N
PHYALNI_000547-T1	N
PHYALNI_000548-T1	N
PHYALNI_000549-T1	N
PHYALNI_000550-T1	N
PHYALNI_000551-T1	N
PHYALNI_000552-T1	N
PHYALNI_000553-T1	N
PHYALNI_000554-T1	N
PHYALNI_000555-T1	N
PHYALNI_000556-T1	N
PHYALNI_000557-T1	N
PHYALNI_000558-T1	N
PHYALNI_000559-T1	N
PHYALNI_000560-T1	N
PHYALNI_000561-T1	N
PHYALNI_000562-T1	N
PHYALNI_000563-T1	N
PHYALNI_000564-T1	Y
PHYALNI_000565-T1	N
PHYALNI_000566-T1	N
PHYALNI_000567-T1	N
PHYALNI_000568-T1	N
PHYALNI_000569-T1	N
PHYALNI_000570-T1	N
PHYALNI_000571-T1	N
PHYALNI_000572-T1	N
PHYALNI_000573-T1	N
PHYALNI_000574-T1	N
PHYALNI_000575-T1	N
PHYALNI_000576-T1	N
PHYALNI_000577-T1	N
PHYALNI_000578-T1	N
PHYALNI_000579-T1	N
PHYALNI_000580-T1	N
PHYALNI_000581-T1	N
PHYALNI_000582-T1	N
PHYALNI_000583-T1	N
PHYALNI_000584-T1	N
PHYALNI_000585-T1	N
PHYALNI_000586-T1	N
PHYALNI_000587-T1	N
PHYALNI_000588-T1	N
PHYALNI_000589-T1	N
PHYALNI_000590-T1	N
PHYALNI_000591-T1	N
PHYALNI_000592-T1	N
PHYALNI_000593-T1	N
PHYALNI_000594-T1	N
PHYALNI_000595-T1	N
PHYALNI_000596-T1	N
PHYALNI_000597-T1	N
PHYALNI_000598-T1	N
PHYALNI_000599-T1	N
PHYALNI_000600-T1	N
PHYALNI_000601-T1	N
PHYALNI_000602-T1	N
PHYALNI_000603-T1	N
PHYALNI_000604-T1	N
PHYALNI_000605-T1	N
PHYALNI_000606-T1	N
PHYALNI_000607-T1	N
PHYALNI_000608-T1	N
PHYALNI_000609-T1	N
PHYALNI_000610-T1	N
PHYALNI_000611-T1	N
PHYALNI_000612-T1	N
PHYALNI_000613-T1	N
PHYALNI_000614-T1	N
PHYALNI_000615-T1	N
PHYALNI_000616-T1	N
PHYALNI_000617-T1	N
PHYALNI_000618-T1	N
PHYALNI_000619-T1	N
PHYALNI_000620-T1	N
PHYALNI_000621-T1	N
PHYALNI_000622-T1	N
PHYALNI_000623-T1	N
PHYALNI_000624-T1	N
PHYALNI_000625-T1	N
PHYALNI_000626-T1	N
PHYALNI_000627-T1	N
PHYALNI_000628-T1	N
PHYALNI_000629-T1	N
PHYALNI_000630-T1	N
PHYALNI_000631-T1	N
PHYALNI_000632-T1	N
PHYALNI_000633-T1	N
PHYALNI_000634-T1	N
PHYALNI_000635-T1	N
PHYALNI_000636-T1	N
PHYALNI_000637-T1	N
PHYALNI_000638-T1	N
PHYALNI_000639-T1	N
PHYALNI_000640-T1	N
PHYALNI_000641-T1	N
PHYALNI_000642-T1	N
PHYALNI_000643-T1	N
PHYALNI_000644-T1	N
PHYALNI_000645-T1	N
PHYALNI_000646-T1	N
PHYALNI_000647-T1	N
PHYALNI_000648-T1	N
PHYALNI_000649-T1	N
PHYALNI_000650-T1	N
PHYALNI_000651-T1	N
PHYALNI_000652-T1	N
PHYALNI_000653-T1	N
PHYALNI_000654-T1	N
PHYALNI_000655-T1	N
PHYALNI_000656-T1	N
PHYALNI_000657-T1	N
PHYALNI_000658-T1	N
PHYALNI_000659-T1	N
PHYALNI_000660-T1	N
PHYALNI_000661-T1	N
PHYALNI_000662-T1	N
PHYALNI_000663-T1	N
PHYALNI_000664-T1	N
PHYALNI_000665-T1	N
PHYALNI_000666-T1	N
PHYALNI_000667-T1	N
PHYALNI_000668-T1	N
PHYALNI_000669-T1	N
PHYALNI_000670-T1	N
PHYALNI_000671-T1	N
PHYALNI_000672-T1	N
PHYALNI_000673-T1	N
PHYALNI_000674-T1	N
PHYALNI_000675-T1	N
PHYALNI_000676-T1	N
PHYALNI_000677-T1	N
PHYALNI_000678-T1	N
PHYALNI_000679-T1	N
PHYALNI_000680-T1	N
PHYALNI_000681-T1	N
PHYALNI_000682-T1	N
PHYALNI_000683-T1	N
PHYALNI_000684-T1	N
PHYALNI_000685-T1	N
PHYALNI_000686-T1	N
PHYALNI_000687-T1	N
PHYALNI_000688-T1	N
PHYALNI_000689-T1	N
PHYALNI_000690-T1	N
PHYALNI_000691-T1	N
PHYALNI_000692-T1	N
PHYALNI_000693-T1	N
PHYALNI_000694-T1	N
PHYALNI_000695-T1	N
PHYALNI_000696-T1	N
PHYALNI_000697-T1	N
PHYALNI_000698-T1	N
PHYALNI_000699-T1	N
PHYALNI_000700-T1	N
PHYALNI_000701-T1	N
PHYALNI_000702-T1	N
PHYALNI_000703-T1	N
PHYALNI_000704-T1	N
PHYALNI_000705-T1	N
PHYALNI_000706-T1	N
PHYALNI_000707-T1	N
PHYALNI_000708-T1	N
PHYALNI_000709-T1	N
PHYALNI_000710-T1	N
PHYALNI_000711-T1	N
PHYALNI_000712-T1	N
PHYALNI_000713-T1	N
PHYALNI_000714-T1	N
PHYALNI_000715-T1	N
PHYALNI_000716-T1	N
PHYALNI_000717-T1	N
PHYALNI_000718-T1	N
PHYALNI_000719-T1	N
PHYALNI_000720-T1	N
PHYALNI_000721-T1	N
PHYALNI_000722-T1	N
PHYALNI_000723-T1	N
PHYALNI_000724-T1	N
PHYALNI_000725-T1	N
PHYALNI_000726-T1	N
PHYALNI_000727-T1	N
PHYALNI_000728-T1	N
PHYALNI_000729-T1	N
PHYALNI_000730-T1	N
PHYALNI_000731-T1	N
PHYALNI_000732-T1	N
PHYALNI_000733-T1	N
PHYALNI_000734-T1	N
PHYALNI_000735-T1	N
PHYALNI_000736-T1	N
PHYALNI_000737-T1	N
PHYALNI_000738-T1	N
PHYALNI_000739-T1	N
PHYALNI_000740-T1	N
PHYALNI_000741-T1	N
PHYALNI_000742-T1	N
PHYALNI_000743-T1	N
PHYALNI_000744-T1	N
PHYALNI_000745-T1	N
PHYALNI_000746-T1	N
PHYALNI_000747-T1	N
PHYALNI_000748-T1	N
PHYALNI_000749-T1	N
PHYALNI_000750-T1	N
PHYALNI_000751-T1	N
PHYALNI_000752-T1	N
PHYALNI_000753-T1	N
PHYALNI_000754-T1	N
PHYALNI_000755-T1	N
PHYALNI_000756-T1	N
PHYALNI_000757-T1	N
PHYALNI_000758-T1	N
PHYALNI_000759-T1	N
PHYALNI_000760-T1	N
PHYALNI_000761-T1	N
PHYALNI_000762-T1	N
PHYALNI_000763-T1	N
PHYALNI_000764-T1	N
PHYALNI_000765-T1	N
PHYALNI_000766-T1	N
PHYALNI_000767-T1	N
PHYALNI_000768-T1	N
PHYALNI_000769-T1	N
PHYALNI_000770-T1	N
PHYALNI_000771-T1	N
PHYALNI_000772-T1	N
PHYALNI_000773-T1	N
PHYALNI_000774-T1	N
PHYALNI_000775-T1	N
PHYALNI_000776-T1	N
PHYALNI_000777-T1	N
PHYALNI_000778-T1	N
PHYALNI_000779-T1	N
PHYALNI_000780-T1	N
PHYALNI_000781-T1	N
PHYALNI_000782-T1	N
PHYALNI_000783-T1	N
PHYALNI_000784-T1	N
PHYALNI_000785-T1	N
PHYALNI_000786-T1	N
PHYALNI_000787-T1	N
PHYALNI_000788-T1	Y
PHYALNI_000789-T1	N
PHYALNI_000790-T1	N
PHYALNI_000791-T1	N
PHYALNI_000792-T1	N
PHYALNI_000793-T1	N
PHYALNI_000794-T1	N
PHYALNI_000795-T1	N
PHYALNI_000796-T1	N
PHYALNI_000797-T1	N
PHYALNI_000798-T1	N
PHYALNI_000799-T1	N
PHYALNI_000800-T1	N
PHYALNI_000801-T1	N
PHYALNI_000802-T1	N
PHYALNI_000803-T1	Y
PHYALNI_000804-T1	N
PHYALNI_000805-T1	N
PHYALNI_000806-T1	N
PHYALNI_000807-T1	N
PHYALNI_000808-T1	N
PHYALNI_000809-T1	Y
PHYALNI_000810-T1	N
PHYALNI_000811-T1	N
PHYALNI_000812-T1	N
PHYALNI_000813-T1	N
PHYALNI_000814-T1	N
PHYALNI_000815-T1	N
PHYALNI_000816-T1	N
PHYALNI_000817-T1	N
PHYALNI_000818-T1	N
PHYALNI_000819-T1	N
PHYALNI_000820-T1	N
PHYALNI_000821-T1	N
PHYALNI_000822-T1	N
PHYALNI_000823-T1	N
PHYALNI_000824-T1	N
PHYALNI_000825-T1	N
PHYALNI_000826-T1	N
PHYALNI_000827-T1	N
PHYALNI_000828-T1	N
PHYALNI_000829-T1	N
PHYALNI_000830-T1	N
PHYALNI_000831-T1	N
PHYALNI_000832-T1	N
PHYALNI_000833-T1	N
PHYALNI_000834-T1	Y
PHYALNI_000835-T1	Y
PHYALNI_000836-T1	Y
PHYALNI_000842-T1	N
PHYALNI_000843-T1	N
PHYALNI_000844-T1	N
PHYALNI_000845-T1	N
PHYALNI_000846-T1	N
PHYALNI_000847-T1	N
PHYALNI_000848-T1	N
PHYALNI_000849-T1	N
PHYALNI_000850-T1	N
PHYALNI_000851-T1	N
PHYALNI_000852-T1	N
PHYALNI_000853-T1	N
PHYALNI_000854-T1	N
PHYALNI_000855-T1	N
PHYALNI_000856-T1	N
PHYALNI_000857-T1	N
PHYALNI_000858-T1	N
PHYALNI_000859-T1	N
PHYALNI_000860-T1	N
PHYALNI_000861-T1	N
PHYALNI_000862-T1	N
PHYALNI_000863-T1	N
PHYALNI_000864-T1	N
PHYALNI_000865-T1	N
PHYALNI_000866-T1	N
PHYALNI_000867-T1	N
PHYALNI_000868-T1	N
PHYALNI_000869-T1	N
PHYALNI_000870-T1	N
PHYALNI_000871-T1	N
PHYALNI_000872-T1	N
PHYALNI_000873-T1	N
PHYALNI_000876-T1	N
PHYALNI_000877-T1	N
PHYALNI_000878-T1	N
PHYALNI_000879-T1	N
PHYALNI_000880-T1	N
PHYALNI_000881-T1	N
PHYALNI_000882-T1	N
PHYALNI_000883-T1	N
PHYALNI_000884-T1	N
PHYALNI_000885-T1	N
PHYALNI_000886-T1	N
PHYALNI_000887-T1	N
PHYALNI_000888-T1	N
PHYALNI_000889-T1	N
PHYALNI_000890-T1	N
PHYALNI_000891-T1	N
PHYALNI_000892-T1	N
PHYALNI_000893-T1	N
PHYALNI_000894-T1	N
PHYALNI_000895-T1	Y
PHYALNI_000896-T1	N
PHYALNI_000897-T1	Y
PHYALNI_000898-T1	N
PHYALNI_000899-T1	N
PHYALNI_000900-T1	N
PHYALNI_000901-T1	N
PHYALNI_000902-T1	N
PHYALNI_000903-T1	N
PHYALNI_000904-T1	N
PHYALNI_000905-T1	N
PHYALNI_000906-T1	N
PHYALNI_000907-T1	N
PHYALNI_000908-T1	N
PHYALNI_000909-T1	N
PHYALNI_000910-T1	N
PHYALNI_000911-T1	N
PHYALNI_000912-T1	N
PHYALNI_000913-T1	N
PHYALNI_000914-T1	N
PHYALNI_000915-T1	N
PHYALNI_000916-T1	N
PHYALNI_000917-T1	N
PHYALNI_000918-T1	N
PHYALNI_000919-T1	N
PHYALNI_000920-T1	N
PHYALNI_000921-T1	N
PHYALNI_000922-T1	N
PHYALNI_000923-T1	N
PHYALNI_000924-T1	N
PHYALNI_000928-T1	N
PHYALNI_000929-T1	N
PHYALNI_000930-T1	N
PHYALNI_000931-T1	N
PHYALNI_000932-T1	N
PHYALNI_000933-T1	N
PHYALNI_000934-T1	N
PHYALNI_000935-T1	N
PHYALNI_000936-T1	N
PHYALNI_000937-T1	N
PHYALNI_000938-T1	N
PHYALNI_000939-T1	N
PHYALNI_000940-T1	N
PHYALNI_000941-T1	N
PHYALNI_000942-T1	N
PHYALNI_000943-T1	N
PHYALNI_000944-T1	N
PHYALNI_000945-T1	N
